ID	Raff_UFBP	Apo_UFBP	median_root2tip	min_raff_root2tip	raff_brlen	raff_dist2root	min_apo_root2tip	apo_brlen	raff_apo_nomophyly
1620	43	NA	0.302322515	0.427591812	0.027749431	6	NA	NA	NA
1621	64	45	0.273572669	0.32871951	0.015619108	0	0.53871503	0.013380508	N
1622	88	88	0.346032791	0.470247824	0.015661378	9	0.423921721	0.015661378	Y
1624	59	59	0.286535193	0.509290962	0.04055511	4	0.487994554	0.04055511	Y
1625	95	95	0.33137993	0.795314961	0.126394876	6	0.71148711	0.126394876	Y
1626	60	74	0.19431107	0.389896761	0.02440681	8	0.462103738	0.032141348	N
1627	90	36	0.363311011	0.516886447	0.059148601	3	0.676783201	0.008444233	N
1628	76	NA	0.23565691	0.441391488	0.035620477	6	NA	NA	NA
1629	29	NA	0.222418011	0.47409908	0.021327723	7	NA	NA	NA
1630	36	NA	0.222110384	0.864310373	0.047614979	9	NA	NA	NA
1632	84	84	0.446659005	0.735182153	0.027921575	9	0.779865688	0.027921575	Y
1633	27	NA	0.366771208	0.657054981	0.00336754	6	NA	NA	NA
1635	59	NA	0.339042666	0.79287523	0.052056402	6	NA	NA	NA
1636	84	NA	0.297489282	0.376847731	0.043290086	10	NA	NA	NA
1637	77	53	0.190571629	0.377836363	0.041350091	7	0.319513723	2.59E-06	N
1638	22	NA	0.327352677	0.971605361	2.23E-06	9	NA	NA	NA
1640	83	83	0.515136313	0.987382968	0.063607925	6	0.80095335	0.063607925	Y
1641	48	76	0.29732879	0.476236537	0.021971995	7	0.670721992	0.013394691	N
1642	70	23	0.296642763	0.614437723	0.038316892	8	0.63837094	0.022063382	N
1643	60	NA	0.314309431	0.646718689	0.041801906	8	NA	NA	NA
1644	94	94	0.224338951	0.477889555	0.05163115	7	0.46320148	0.05163115	Y
1645	23	NA	0.258982604	0.468816559	0.012755571	6	NA	NA	NA
1646	44	44	0.277752652	0.554974395	0.013500406	4	0.621868342	0.013500406	Y
1647	61	19	0.239230454	0.525915382	0.005154319	10	0.690942454	2.50E-06	N
1648	62	51	0.364619447	0.642085087	0.015754055	11	0.736565544	0.009259394	N
1649	53	NA	0.224206968	0.381219252	0.010247367	9	NA	NA	NA
1650	93	93	0.347782699	0.55113919	0.062837386	9	0.745648999	0.062837386	Y
1651	75	NA	0.309698665	0.795130761	0.021316608	7	NA	NA	NA
1652	6	NA	0.307080021	0.41620333	2.02E-06	5	NA	NA	NA
1653	64	NA	0.24725849	0.414858526	0.007282817	7	NA	NA	NA
1654	29	NA	0.379177465	0.569386297	0.010208728	4	NA	NA	NA
1655	53	66	0.291135395	0.508532609	0.009306113	3	0.568041987	0.01960617	N
1656	83	49	0.389429791	0.747067177	0.056929087	7	0.910309659	0.02226261	N
1658	58	58	0.258749038	0.673597326	0.059270694	7	0.691472284	0.059270694	Y
1659	19	30	0.275550563	0.634102317	0.046784138	5	0.57412137	2.30E-06	N
1660	43	NA	0.335267197	0.492342282	0.024656257	5	NA	NA	NA
1661	89	89	0.348225165	0.983522923	0.08448327	4	0.807401622	0.08448327	Y
1663	19	NA	1.177834048	1.341813198	0.01071189	7	NA	NA	NA
1664	65	87	0.376845439	0.651943991	0.030507419	8	0.52912008	0.040559952	N
1665	81	NA	0.307250707	0.453587138	0.031274486	10	NA	NA	NA
1666	75	75	0.224215281	1.048425388	0.01796266	7	0.439662721	0.01796266	Y
1667	32	84	0.268418766	0.472605494	0.03022903	4	0.569987201	0.009725102	N
1668	74	74	0.241846719	0.339524645	0.053136988	9	0.450111026	0.053136988	Y
1669	46	NA	0.182493082	0.415266665	0.097896417	4	NA	NA	NA
1670	48	48	0.321664241	0.505081981	0.047118005	4	0.522112847	0.047118005	Y
1671	70	70	0.329719177	0.581299046	0.032507758	6	0.799844594	0.032507758	Y
1672	49	NA	0.336290853	0.659746487	0.013456613	9	NA	NA	NA
1673	86	NA	0.337646897	0.690636664	0.039562039	7	NA	NA	NA
1675	86	74	0.371093374	0.524482448	0.053641399	5	0.63252701	0.012197416	N
1677	72	NA	0.432423223	0.623796266	0.014591281	5	NA	NA	NA
1678	46	NA	0.287735975	0.52827563	0.017450538	9	NA	NA	NA
1679	31	34	0.414646497	0.761324939	0.034541149	4	0.794481087	0.013783016	N
1680	31	66	0.287123093	0.460076816	0.012495401	8	0.509607258	0.0232765	N
1682	79	79	0.261361754	0.749098875	0.086334845	10	0.626886582	0.086334845	N
1684	31	33	0.178661354	0.325961944	0.032549408	10	9.112911006	2.50E-06	N
1685	74	NA	0.270630473	0.599099192	0.020616451	9	NA	NA	NA
1686	59	NA	0.431133158	0.62307574	0.028589014	6	NA	NA	NA
1687	17	23	0.174048265	1.289315574	0.029841278	10	0.308581262	0.003026409	N
1688	87	87	0.264670911	0.442403764	0.0338139	8	0.534667246	0.0338139	Y
1689	55	70	0.404704336	0.682040739	0.03037777	7	0.681107235	0.036819083	N
1691	94	NA	0.528306608	0.882820446	0.095595386	8	NA	NA	NA
1692	78	58	0.275330228	0.549356459	0.028871423	7	7.809689559	0.027587843	N
1693	51	NA	0.278038062	0.674174659	0.056385549	7	NA	NA	NA
1694	98	63	0.227335347	0.425769952	0.021266667	3	0.446724523	0.026546915	N
1695	64	64	0.332584579	0.53201611	0.023588967	8	0.689594198	0.023588967	Y
1696	53	NA	0.207942415	0.517388216	0.014049463	6	NA	NA	NA
1697	94	94	0.266710893	0.462036601	0.054719179	8	0.469508681	0.054719179	Y
1698	42	NA	0.255455264	0.506950399	0.021668536	6	NA	NA	NA
1699	69	61	0.468532602	0.435521563	0.141620189	2	0.741909268	0.052039005	N
1700	85	84	0.212167483	0.457081563	0.013898828	7	0.516040981	0.029299838	N
1701	51	13	0.216819317	0.431936772	0.014624814	6	0.568703572	0.013864489	N
1704	62	60	0.218201026	0.452135818	0.072555887	8	0.426509981	0.013301915	N
1705	29	26	0.278083569	0.549402197	0.01623537	6	0.528254905	0.013197483	N
1706	55	60	0.194982945	0.453234093	0.017357449	8	0.47274227	0.013289021	N
1707	47	24	0.249647777	0.512744653	0.031262884	9	0.551127518	0.001082901	N
1708	64	NA	0.218908247	0.414272585	0.010912138	8	NA	NA	NA
1709	34	NA	0.339786954	0.879737528	0.002016406	4	NA	NA	NA
1710	38	NA	0.235740553	0.399949847	0.006738009	7	NA	NA	NA
1711	10	NA	0.293874651	0.554378439	0.001116676	4	NA	NA	NA
1712	40	NA	0.331327705	0.602426467	0.018552777	6	NA	NA	NA
1713	57	NA	0.278286071	0.920195868	0.036758846	8	NA	NA	NA
1718	31	NA	0.183907695	0.382868435	0.011370213	5	NA	NA	NA
1720	67	70	0.360329265	0.534119747	0.047836567	8	0.571252783	0.023828296	N
1721	52	52	0.542341855	0.63349601	0.023700366	6	0.59870812	0.023700366	Y
1722	94	38	0.211103099	0.457132256	0.030270013	3	0.47905516	0.004734233	N
1726	85	85	0.378326466	0.62094348	0.038496704	6	0.799543306	0.038496704	Y
1727	78	NA	0.319824859	0.502375575	0.015948809	4	NA	NA	NA
1729	37	26	0.410431407	0.703766192	0.016398785	8	0.694679309	0.010927458	N
1730	27	NA	0.297710816	0.701345724	0.037497986	7	NA	NA	NA
1731	19	31	0.199703409	0.444412859	2.28E-06	6	0.358860077	0.017218834	N
1732	62	NA	0.223182265	0.368890226	0.018446607	5	NA	NA	NA
1733	70	43	0.220466711	0.463504641	0.022801471	6	0.506087202	0.006713717	N
1734	33	83	0.36994617	0.559768752	0.007519367	4	0.742909627	0.059291694	N
1735	27	NA	0.518412207	0.89413678	0.01226196	6	NA	NA	NA
1736	34	50	0.325534773	0.662739736	0.013545884	3	0.835170111	0.039480179	N
1737	49	NA	0.213584599	0.439068241	0.010553639	8	NA	NA	NA
1738	100	82	0.261271056	0.643201184	0.031086887	3	0.541865997	0.022288319	N
1741	94	94	0.281058507	0.658675512	0.079561418	9	0.689848069	0.079561418	Y
1742	15	NA	0.27673034	0.625575454	0.029023607	7	NA	NA	NA
1743	89	89	0.238943533	0.429702933	0.06859265	8	0.539159677	0.06859265	Y
1744	26	NA	0.197906674	0.422935123	0.013718097	8	NA	NA	NA
1745	50	NA	0.209439982	1.147836027	2.42E-06	9	NA	NA	NA
1746	34	NA	0.244453363	0.433656505	0.013050813	3	NA	NA	NA
1747	41	81	0.4532274	0.7541978	0.001098184	8	0.971423396	0.146742974	N
1749	24	NA	0.297504946	0.585962474	0.010514854	6	NA	NA	NA
1752	44	NA	0.189108339	0.760219958	0.026221171	8	NA	NA	NA
1754	79	62	0.188634423	0.309450953	0.014069675	7	0.323233673	0.007193856	N
1755	86	NA	0.252723106	0.407892705	0.015292968	8	NA	NA	NA
1756	58	66	0.419379911	0.84169614	0.035105799	5	0.955646695	0.045646593	N
1757	82	NA	0.379894468	1.083890498	0.219986426	9	NA	NA	NA
1758	50	NA	0.488673569	1.449167078	0.003247793	8	NA	NA	NA
1759	87	73	0.257099995	0.408407321	0.017948476	7	0.473784243	0.016451413	N
1760	67	NA	0.201764204	0.500281323	0.020400717	5	NA	NA	NA
1761	56	23	0.257122257	0.433966445	0.008933465	5	6.922637414	2.10E-06	N
1762	32	9	0.328672304	0.698586099	0.070604327	6	0.719073075	2.05E-06	N
1763	96	42	0.505610066	1.096541498	0.206785844	8	1.336036292	0.06105986	N
1764	67	NA	0.250544552	0.467512816	0.031362854	8	NA	NA	NA
1765	57	33	0.192044548	1.598731741	0.085701531	6	8.125173685	0.099391248	N
1766	58	58	0.22573973	0.43390554	0.034523739	6	0.566046485	0.034523739	Y
1768	51	81	1.884793844	1.332975961	0.042503953	3	2.03897209	0.266654401	N
1769	52	44	0.181671175	0.649125843	0.008675711	4	0.298804981	0.012488096	N
1770	31	NA	0.257602532	0.418130329	0.015957156	6	NA	NA	NA
1771	56	42	0.315184111	0.440899856	0.019899589	7	0.435788858	0.004723135	N
1773	20	19	0.207306504	0.466116043	2.07E-06	6	0.599600063	0.146554839	N
1774	76	76	0.299879963	0.70607453	0.06384529	8	0.693165136	0.06384529	Y
1775	54	66	0.218037282	0.416338465	0.013645177	6	0.447720759	0.022878441	N
1776	78	NA	0.304104755	0.515885354	0.023368291	8	NA	NA	NA
1779	46	54	0.221761923	0.398914169	0.023804461	4	0.631416046	0.004623289	N
1780	83	83	0.235578819	0.487951078	0.045783365	9	0.665265731	0.045783365	Y
1781	44	NA	0.995763587	1.061022992	0.343921216	2	NA	NA	NA
1782	72	58	0.479246744	0.654390658	0.046616894	7	0.739930294	0.017403163	N
1783	26	NA	0.418466039	0.855404039	0.012782368	5	NA	NA	NA
1785	77	47	0.200642728	0.423696334	0.021249242	6	0.48095189	0.014140958	N
1787	97	NA	0.300724348	0.824738956	0.177458446	9	NA	NA	NA
1789	26	NA	0.251605855	0.486959315	0.005524412	4	NA	NA	NA
1791	99	37	0.262063297	0.445868055	0.033469637	2	0.85314087	2.65E-06	N
1793	23	54	0.244803698	0.44503319	0.001826593	6	0.466788683	0.026570445	N
1797	83	81	0.312865081	0.606955238	0.009598531	6	0.662986097	0.005447002	N
1799	94	94	0.176092927	0.294250032	0.046723357	1	0.363190393	0.046723357	Y
1802	5	NA	0.215910518	0.62533385	2.00E-06	6	NA	NA	NA
1803	41	71	2.117943797	2.411665727	0.034464085	8	2.253537616	0.128933147	N
1805	29	50	0.184906404	0.316571745	0.020301382	5	0.352658367	0.014248827	N
1806	33	NA	0.328469058	0.716619072	0.008668401	7	NA	NA	NA
1807	61	79	0.207961782	0.421906727	0.007830355	7	0.304921633	0.019195068	N
1810	79	NA	0.202928071	0.434605	0.027935212	10	NA	NA	NA
1811	65	65	0.254063716	0.479760737	0.019691532	5	0.425277229	0.019691532	Y
1812	75	75	0.17538808	0.34909251	0.038364248	6	0.324714919	0.038364248	Y
1815	20	NA	0.2447277	0.64108943	0.008950652	5	NA	NA	NA
1818	83	83	0.239066993	0.607726197	0.042185799	7	0.608021189	0.042185799	Y
1819	54	NA	0.704153241	1.006600577	0.033660446	10	NA	NA	NA
1823	68	NA	0.235050495	0.502058493	0.043221762	8	NA	NA	NA
1824	42	NA	0.194853867	0.394641763	0.032255411	3	NA	NA	NA
1825	30	NA	0.411086798	0.682353706	2.61E-06	3	NA	NA	NA
1827	84	91	0.305980665	0.502964563	0.01551915	6	0.885527782	0.090692386	N
1828	53	53	0.283355047	0.500707074	0.013085958	9	0.537830814	0.012911217	N
1830	63	81	0.319769108	0.529542986	0.007513474	5	0.863420605	0.030763211	N
1832	62	62	0.245912879	0.409704822	0.03589693	9	0.512249341	0.03589693	Y
1833	91	91	0.269243963	0.953194869	0.119074147	9	1.213181477	0.119074147	Y
1834	53	35	0.321157857	0.55093145	0.007407853	6	0.521499322	0.003458605	N
1835	46	46	0.443354853	0.659621922	0.027541213	8	0.640220517	0.027541213	Y
1836	69	80	0.229914104	0.5371972	0.015617875	5	0.595614085	0.034153256	N
1837	80	NA	0.441095247	0.882438483	0.011147183	5	NA	NA	NA
1839	15	51	0.258593458	0.39652073	0.00345986	5	0.43807762	0.033555929	N
1840	85	NA	0.318076836	0.620602194	0.033517616	8	NA	NA	NA
1843	34	NA	0.363337817	0.682003758	0.008945573	7	NA	NA	NA
1844	41	72	0.243744975	0.452522045	0.001526954	10	0.56380135	0.039152962	N
1846	90	90	0.210219804	0.448331843	0.049239468	8	0.551504063	0.049239468	Y
1848	99	99	0.244429547	0.774571601	0.097088373	10	0.701660003	0.097088373	Y
1849	17	31	0.300157044	1.121290447	0.002238959	8	0.710371848	0.008283299	N
1850	28	83	0.444028829	0.885537339	0.012156023	7	0.8942336	0.045537128	N
1852	90	87	0.358001395	0.530219218	0.022917462	3	0.613913665	0.034496617	N
1855	86	86	0.249733273	0.301457829	0.032881934	4	0.413277989	0.032881934	Y
1856	86	50	0.363887064	0.592931371	0.02366767	6	0.535208764	0.024925831	N
1858	44	44	0.225780525	0.3775362	0.042770967	5	0.601461372	0.042770967	Y
1859	82	27	0.224903642	0.757886132	0.012472234	7	0.455642438	0.002796164	N
1860	84	NA	0.19366904	0.320167408	0.007756092	4	NA	NA	NA
1861	93	NA	0.177663578	0.295018143	0.024144442	7	NA	NA	NA
1863	57	82	0.176974354	0.416681286	0.02089273	7	0.329907523	0.026285464	N
1864	62	78	0.184354443	0.528254088	0.013685667	3	0.648893648	0.010776491	N
1865	64	44	0.253570889	0.305293283	0.007812346	6	0.439939721	0.002470014	N
1868	52	NA	0.308050927	0.437307454	0.027359582	0	NA	NA	NA
1870	46	NA	0.316748216	0.43377892	0.00977055	4	NA	NA	NA
1872	100	53	1.913101833	1.963638346	1.607841086	3	2.323658364	0.044941471	N
1874	41	54	0.259576028	0.886799409	0.012453853	6	1.159336487	0.011228616	N
1875	98	98	0.538285242	1.00234738	0.074402812	7	0.779520305	0.074402812	Y
1877	26	NA	0.463471544	0.742369857	3.00E-06	7	NA	NA	NA
1879	66	NA	0.312326876	0.531210495	0.026795908	7	NA	NA	NA
1881	13	30	0.270042768	0.70164935	0.010106055	8	0.520732348	0.010758487	N
1884	88	88	0.463230571	0.755041986	0.080316306	6	0.915188638	0.080316306	Y
1885	71	71	0.200535642	0.355590209	0.027457685	10	0.479839233	0.027457685	Y
1886	76	NA	0.394211469	0.585151453	0.036313136	6	NA	NA	NA
1888	25	47	0.308999659	0.425918923	0.001760679	4	0.583974841	0.012498613	N
1890	83	83	0.26648121	0.534874613	0.019803294	5	0.490134201	0.019803294	Y
1891	54	12	0.523506915	0.687242077	0.023283879	3	0.228856023	0	N
1892	26	26	0.297179195	0.523933769	0.015982556	7	0.599352443	0.015982556	Y
1894	76	NA	0.290496368	0.588048738	0.045351702	9	NA	NA	NA
1895	86	52	0.274578103	0.668945115	0.028972967	9	0.8301254	0.006398667	N
1896	69	NA	0.236767624	0.522303929	0.028298433	8	NA	NA	NA
1897	16	29	0.334214837	0.569160785	0.012076031	9	0.742215534	0.024151218	N
1898	71	71	0.370266906	0.639209364	0.053305435	8	0.619117399	0.053305435	Y
1899	35	54	0.222761037	0.499845377	0.034068172	8	0.623389252	0.037824918	N
1900	41	NA	0.249213883	0.365720271	0.02799143	5	NA	NA	NA
1901	90	90	0.208169146	0.494325996	0.052256457	8	0.502341481	0.052256457	Y
1902	74	NA	0.268494954	0.542969514	0.021131604	10	NA	NA	NA
1903	64	64	0.418205618	0.662691392	0.019032623	7	1.046710535	0.040985885	N
1904	33	NA	0.284433733	0.694250941	0.018244479	8	NA	NA	NA
1905	33	58	0.363937113	0.683162242	0.005565566	11	0.614012431	0.035673996	N
1908	71	19	0.191438551	0.317065786	0.02493665	6	0.373158947	0.004419582	N
1909	83	83	0.255041866	0.350028444	0.037340678	6	0.443113635	0.037340678	Y
1910	29	NA	0.558152148	0.746441342	0.017105306	8	NA	NA	NA
1911	46	63	0.37015246	0.705647151	0.036393153	10	0.576157669	0.016522138	N
1912	36	NA	0.211499661	0.389768061	0.005079533	5	NA	NA	NA
1913	64	47	0.204264196	0.830574057	0.028173287	6	0.594996461	0.008164249	N
1914	21	77	0.242656927	0.430196297	0.007097778	4	0.63821866	0.026842837	N
1915	20	41	0.371304671	0.738649208	0.032046553	5	0.745716483	0.03604432	N
1916	82	82	0.267603782	0.528723611	0.048597986	4	0.551628518	0.048597986	Y
1919	70	NA	0.304449888	0.825494282	0.03127996	3	NA	NA	NA
1920	28	82	0.299700618	0.805130064	0.001127513	7	0.790773401	0.031532055	N
1921	85	NA	0.21374578	0.433450887	0.059182068	6	NA	NA	NA
1922	79	72	0.200857943	0.341949842	0.02680024	8	0.376768125	0.046356492	N
1923	84	NA	0.293029559	0.516062422	0.045045713	6	NA	NA	NA
1925	71	NA	0.244591108	0.458174701	0.01473626	7	NA	NA	NA
1926	32	NA	0.223148361	0.489388362	0.00975154	11	NA	NA	NA
1927	79	73	0.223773699	0.463037153	0.050192619	6	0.555110106	0.024470075	N
1931	81	NA	0.426900002	0.725096159	0.014982894	8	NA	NA	NA
1932	39	11	0.310261311	0.434482208	0.011430083	7	0.751009267	2.19E-06	N
1934	64	NA	0.336962013	0.558436212	0.048790112	7	NA	NA	NA
1935	42	38	0.399391626	0.504525418	0.014915861	8	0.68293792	2.21E-06	N
1936	99	99	0.323728757	0.545532824	0.063128596	9	0.582392118	0.063128596	Y
1937	98	98	0.288161953	0.60836882	0.119551243	7	0.812124506	0.119551243	Y
1938	57	NA	0.352115149	0.624822653	0.021409167	6	NA	NA	NA
1939	8	62	0.25440254	0.598716511	2.38E-06	8	0.592453319	0.030990218	N
1940	77	77	0.275182365	0.704135592	0.073487504	13	0.821534168	0.073487504	Y
1943	53	40	0.257572538	0.462488563	0.019909255	6	0.622980872	0.032377001	N
1945	32	62	0.412417978	0.718830603	0.028607051	10	0.762264883	0.039128077	N
1946	85	NA	0.178469347	0.512868087	0.043740336	9	NA	NA	NA
1947	30	32	0.250111844	0.783791576	0.005065878	7	0.593423665	2.19E-06	N
1948	43	23	0.461532171	0.673969495	0.027657673	5	0.849200253	0.019431858	N
1949	24	NA	0.232665354	0.463263141	0.003135533	6	NA	NA	NA
1950	83	NA	0.34403939	0.535371802	0.02563789	6	NA	NA	NA
1951	64	64	0.211033611	0.387553711	0.029634602	5	0.48084696	0.029634602	Y
1952	85	66	0.251847767	0.470923195	0.020718705	5	0.54862128	0.020009367	N
1954	36	NA	0.198319644	0.512564591	0.004534919	5	NA	NA	NA
1955	91	91	0.469588903	0.657868498	0.053750654	8	0.656228973	0.053750654	Y
1959	32	NA	0.293948074	0.675327779	0.007847607	5	NA	NA	NA
1961	88	59	0.649574958	1.028946696	0.069826556	8	1.069508689	0.027680826	N
1962	65	NA	0.424068688	0.894933732	0.034309448	6	NA	NA	NA
1963	48	NA	0.260752889	0.523960881	0.016620775	8	NA	NA	NA
1964	82	NA	0.25432174	0.410440664	0.024088571	5	NA	NA	NA
1966	71	31	0.3154772	0.851917406	0.006267218	14	0.709575758	0.014321853	N
1967	6	82	0.263267383	0.897790276	2.70E-06	7	0.492183083	0.025776015	N
1968	84	84	0.34944445	0.633129324	0.061028473	11	0.638334992	0.061028473	Y
1969	38	31	0.392268676	0.730569869	0.049602131	7	0.2122853	0	N
1970	98	98	0.207817285	0.313707912	0.033391917	9	0.311330878	0.033391917	Y
1971	94	94	0.298726443	0.598726488	0.04257398	11	0.530457756	0.04257398	Y
1975	96	96	0.269899488	0.838185486	0.077642881	12	0.871544586	0.110487034	N
1976	57	NA	0.354876225	0.544487033	0.002773113	4	NA	NA	NA
1977	83	52	0.267750083	0.459996688	0.046975639	6	0.525959547	0.002340655	N
1979	58	31	0.259758539	0.614730153	0.025359016	5	0.541808512	0.027894308	N
1980	79	NA	0.423839323	0.991085291	0.041889752	7	NA	NA	NA
1982	83	81	0.178761927	0.31201038	0.01324886	5	0.35931893	0.026378348	N
1983	92	23	0.2778503	0.43163648	0.033626828	3	0.578495311	2.66E-06	N
1984	81	NA	0.194269617	0.297470953	0.035597766	10	NA	NA	NA
1985	72	67	0.209631623	0.541406613	0.078031315	10	0.922365195	0.078031315	N
1986	25	NA	0.234412782	0.498875539	0.001873103	6	NA	NA	NA
1987	38	86	0.22375274	0.404148252	0.014331445	7	0.428803432	0.015564309	N
1988	8	35	0.257286209	0.467303548	0.004759677	6	0.632857313	0.011836924	N
1989	78	NA	0.218371877	0.411763613	0.030069868	6	NA	NA	NA
1990	84	NA	0.257566451	0.881051234	0.052733392	7	NA	NA	NA
1991	66	NA	0.299338085	0.636916517	0.016414869	7	NA	NA	NA
1992	92	92	0.185470693	0.328895399	0.035959666	7	0.427985539	0.035959666	Y
1993	52	NA	0.212808586	0.506410478	0.013388039	8	NA	NA	NA
1994	28	35	0.189899989	0.444581702	2.65E-06	10	0.306432093	0.01769368	N
1996	46	61	0.833474468	1.06680543	0.005492261	10	0	0	N
1997	86	NA	0.322017941	0.443773259	0.029489349	7	NA	NA	NA
1998	97	NA	0.78737152	0.916202939	0.109211427	3	NA	NA	NA
1999	62	62	0.633497762	0.76439896	0.047983548	5	0.825225048	0.047983548	Y
2002	34	NA	0.440099292	0.584617909	0.01084963	7	NA	NA	NA
2003	66	52	0.188858003	0.364394658	0.015683293	5	0.426676239	0.023834836	N
2004	20	17	0.387923107	0.712732837	0.007517446	6	0.773301468	0.000521955	N
2005	97	NA	0.313061514	1.121479087	0.127235573	12	NA	NA	NA
2006	40	82	0.231845321	0.425361545	0.010378867	8	0.585526281	0.030242434	N
2008	87	NA	0.261485287	0.373957393	0.031997835	7	NA	NA	NA
2009	55	NA	0.137977171	0.279734146	0.017001472	7	NA	NA	NA
2010	35	56	0.252993135	0.467139364	0.031476503	7	0.573530676	0.019960716	N
2012	31	75	0.214682361	0.435178677	0.013549021	6	0.747161577	0.041767318	N
2014	84	NA	0.321116251	0.672188698	0.054993189	10	NA	NA	NA
2015	42	46	0.23701277	0.524601954	0.024913808	9	0.627039315	0.015392347	N
2016	19	89	0.260730888	0.612309473	0.006342445	5	0.415200142	0.024196428	N
2018	74	34	0.242962881	0.393027958	0.012704392	11	0.679607147	0.01889473	N
2020	79	79	0.495234622	0.806741413	0.035204064	7	0.808928582	0.035204064	Y
2021	87	87	0.406673483	0.710246341	0.070138796	7	0.784973969	0.070138796	Y
2023	57	NA	0.638577456	0.937647481	0.025107026	8	NA	NA	NA
2024	50	38	0.235016238	0.4534524	0.013263365	7	0.431882194	0.061406487	N
2026	60	NA	0.205509044	0.374076585	0.139622744	8	NA	NA	NA
2027	12	NA	0.47660527	0.899409357	0.003669425	7	NA	NA	NA
2030	72	45	0.3760647	0.64359679	0.039202824	8	0.670248623	0.012108679	N
2032	38	NA	0.332726357	0.847371266	0.007068659	7	NA	NA	NA
2033	41	17	0.309929245	0.566056718	0.001703217	8	0.591006866	2.75E-06	N
2034	85	85	0.241794447	0.851167205	0.074699767	7	0.496672059	0.074699767	Y
2035	32	NA	0.266029805	0.396349181	0.005616241	6	NA	NA	NA
2037	24	NA	0.257416734	0.464565608	0.01523796	4	NA	NA	NA
2038	71	18	0.440369625	0.686603322	0.037009409	8	0.670915108	0.00997691	N
2039	43	89	0.219289962	0.477811155	0.003168983	10	0.627692808	0.018805763	N
2040	71	NA	0.212463781	0.347808534	0.023045808	3	NA	NA	NA
2042	67	67	0.256072233	0.522815351	0.03216049	8	0.666947496	0.03216049	Y
2046	53	69	0.283229104	0.510525772	0.001988583	8	0.467446742	0.023492937	N
2047	35	61	0.227576435	0.513783216	0.005226962	7	0.760245357	0.054328564	N
2053	98	98	0.460237874	0.681905921	0.092228814	9	0.799580808	0.092228814	Y
2054	92	92	0.507376542	0.741323793	0.112316786	10	0.78428021	0.112316786	Y
2055	67	67	0.284019353	0.504552238	0.018091028	8	0.534970282	0.018091028	Y
2056	36	NA	0.319085789	0.839247496	0.015340802	3	NA	NA	NA
2057	54	83	0.286019158	0.451484615	0.02729162	5	0.425658729	0.006917393	N
2058	72	22	0.236044645	0.35751968	0.012447027	5	11.89919856	0.131505725	N
2059	72	85	0.207306419	0.595312954	0.131603375	7	0.688999345	0.093147552	N
2060	77	77	0.203637979	0.532788992	0.063039997	5	0.581666136	0.063039997	Y
2062	62	62	0.222214856	0.467170818	0.054645404	3	0.724741562	0.054645404	Y
2064	57	NA	0.219049078	0.389607437	0.008626059	9	NA	NA	NA
2065	62	61	0.216876709	0.707306597	0.026730061	7	0.529132204	0.026118667	N
2067	57	NA	0.257826806	0.410648268	0.035922258	5	NA	NA	NA
2068	84	84	0.143468896	0.353813037	0.020117843	0	0.403977781	0.020117843	Y
2069	70	NA	0.174147784	0.31091688	0.008751399	7	NA	NA	NA
2070	25	NA	0.314706818	0.771371412	0.004989229	6	NA	NA	NA
2074	88	88	0.844335986	1.120381179	0.035969177	10	1.248000124	0.035969177	Y
2075	35	72	0.290749115	0.523171473	0.023672765	10	0.514385656	0.058881608	N
2076	30	57	0.453069825	0.85421216	0.017620618	9	0.837859439	0.015711238	N
2077	41	54	0.775473158	1.486065598	0.08497947	6	1.269916657	0.019906227	N
2078	23	38	0.219260047	0.436427242	0.001672683	7	0.584126728	0.011493138	N
2079	50	NA	0.297710369	0.734980079	0.012184805	7	NA	NA	NA
2080	39	33	0.320169153	0.523425704	0.036467713	7	0.586039425	0.019102999	N
2082	48	65	0.288368903	1.036037226	0.012010347	12	0.866296839	0.013542888	N
2083	83	71	0.30064797	0.6038714	0.014651181	9	0.570999948	0.010066239	N
2084	17	46	0.245491405	0.592518444	0.00616337	7	0.79906269	0.018011993	N
2085	68	33	0.578124014	1.098407102	0.029272978	6	0.924973963	0.007170728	N
2088	89	48	0.254163803	0.468349606	0.052929673	5	0.460091787	0.029028167	N
2092	69	NA	0.507948593	0.814030362	0.035163293	5	NA	NA	NA
2095	71	39	0.183272104	0.336240038	0.019013686	8	0.481835071	0.0086928	N
2097	35	48	0.275803276	0.861009596	0.038664256	9	0.957998808	0.018619187	N
2099	34	34	0.299756798	0.718684584	0.011151093	6	0.709399746	0.011151093	Y
2100	17	83	0.340723438	0.517492411	0.020891258	6	0.680346133	0.019355626	N
2101	53	NA	0.28804907	0.57050283	0.00679683	9	NA	NA	NA
2102	35	23	0.19078392	0.317012864	0.012008191	6	0.445996451	0.003202634	N
2103	97	63	0.184860898	0.55689756	0.017551026	2	0.376771607	0.019212918	N
2104	38	38	0.253240227	0.405165711	0.030880327	6	0.520200207	0.021692805	N
2105	76	74	0.300992085	0.614069012	0.019084662	8	0.7180823	0.035681254	N
2106	84	84	0.671785513	0.822170217	0.032892658	8	0.861872807	0.032892658	Y
2107	13	34	1.429947235	2.062270593	0.007025796	6	2.37621801	0.013211754	N
2109	62	62	0.394658284	0.620125773	0.038780118	8	0.676779854	0.038780118	Y
2110	41	NA	0.459423858	0.565510586	0.022496873	6	NA	NA	NA
2111	56	19	0.277820236	0.707925204	0.005454941	6	0.739159395	2.02E-06	N
