ID	Raff_UFBP	Apo_UFBP	median_root2tip	min_raff_root2tip	raff_brlen	raff_dist2root	min_apo_root2tip	apo_brlen	raff_apo_nomophyly
1113	88	88	0.239346451	0.489291017	0.078042344	5	0.540508607	0.078042344	Y
1114	9	NA	0.225881808	0.93838226	2.20E-06	6	NA	NA	NA
1115	99	99	0.231290635	0.375465521	0.101310508	9	0.523043407	0.101310508	Y
1116	68	71	0.386300902	0.688955152	0.054680689	9	0.849207119	0.06999071	N
1117	42	94	0.428489857	0.899104796	0.041263876	7	1.05850665	0.084406964	N
1118	36	NA	0.21553421	0.418015559	0.005380271	4	NA	NA	NA
1119	32	21	0.303799496	0.603557452	0.000107967	8	0.610268023	0.023773243	N
1120	33	NA	0.286074629	0.540577668	0.006632534	5	NA	NA	NA
1121	36	55	0.1866396	0.606363922	0.005771627	7	0.571460268	0.026657287	N
1122	60	NA	0.266681115	0.748633325	0.005768992	8	NA	NA	NA
1123	30	NA	0.299513626	0.472997259	0.006064328	8	NA	NA	NA
1124	60	63	0.193479184	0.425752955	0.016583006	9	0.460720988	0.021612021	N
1125	79	28	0.321709307	0.54857587	0.018835249	6	0.706400311	0.003288936	N
1126	26	54	0.290288957	0.936056382	2.10E-06	6	0.608790061	0.018138988	N
1127	31	24	0.212044282	0.335862661	0.016341469	8	0.354680322	0.002418205	N
1128	88	NA	0.368903868	0.571691796	0.022826667	4	NA	NA	NA
1129	57	78	0.188975074	0.233701885	0.018326086	6	0.406236646	0.014355115	N
1132	54	67	0.253162797	0.440937578	0.01575401	6	0.496492873	0.069600451	N
1133	70	65	0.237687394	0.593755059	0.033323538	10	0.773558363	0.041120407	N
1134	100	82	0.258741412	0.376259321	0.030620758	2	0.522257434	0.019530177	N
1136	47	80	0.225073738	0.443947682	0.005994683	6	0.535017712	0.032387848	N
1137	64	64	0.228168774	0.443286291	0.016072503	5	0.381924116	0.016072503	Y
1139	54	NA	0.273743552	0.452534428	0.010020958	6	NA	NA	NA
1141	43	39	0.379932429	0.722703403	0.025567154	9	0.61709313	0.036986991	N
1142	87	NA	0.321383306	0.6636248	0.0429575	8	NA	NA	NA
1144	99	NA	0.353649813	0.884168897	0.121411901	10	NA	NA	NA
1145	79	79	0.343003237	0.85161548	0.052402317	7	0.530514495	0.052402317	Y
1146	59	21	0.215450383	0.499412826	0.025431066	9	0.455612061	0.004331183	N
1147	67	80	0.560888872	0.776863597	0.024891054	9	1.022084034	0.033097774	N
1148	76	49	0.270083412	0.662100762	0.034776304	7	0.500641672	0.013612423	N
1150	64	89	0.203868148	0.326222059	0.019204619	6	0.345834724	0.026947878	N
1151	15	NA	0.250178979	0.546053255	0.01654533	6	NA	NA	NA
1155	21	53	0.217825655	0.393865411	2.07E-06	8	0.302012661	0.010613336	N
1159	51	NA	0.13648996	0.238348238	0.001278756	0	NA	NA	NA
1160	23	16	0.286535679	0.836796057	2.47E-06	9	0.589108407	0.008861431	N
1162	98	98	0.283793905	0.514936345	0.043643546	7	0.508337814	0.043643546	Y
1163	94	94	0.249752824	0.817493279	0.127030153	7	0.779088325	0.127030153	Y
1164	79	72	0.29311054	0.757141349	0.054788189	10	0.757091661	0.075496835	N
1165	45	45	0.443546014	0.80782842	0.05445204	7	0.824728068	0.05445204	Y
1167	47	88	0.248971225	0.375895445	0.01123138	7	0.326729937	0.026872471	N
1168	32	NA	0.171390883	0.276255172	0.007979106	6	NA	NA	NA
1169	40	43	0.259987848	0.628718585	0.0024596	6	0.596972452	0.021448985	N
1170	98	98	0.285943035	0.716676161	0.1145924	6	0.718848383	0.1145924	Y
1171	28	69	0.235767496	0.379225151	0.007255242	7	0.459675166	0.02314653	N
1172	30	NA	0.314112103	0.571614255	0.022118936	9	NA	NA	NA
1173	17	NA	0.265204846	0.687302887	0.000367626	7	NA	NA	NA
1174	12	NA	0.185720599	0.512871215	0.004150412	5	NA	NA	NA
1175	46	60	0.34012925	0.573579685	0.020094218	3	0.614477521	0.017328876	N
1176	61	82	0.221801224	0.505924359	0.003800254	4	0.921055919	0.082243205	N
1177	65	65	0.216284552	0.377840185	0.029783138	4	0.383450508	0.029783138	Y
1178	64	9	0.245012706	0.628448224	0.012787341	11	0.885061954	2.12E-06	N
1179	88	59	0.370671778	0.571297723	0.032737018	8	0.524107644	0.01537466	N
1181	54	34	0.232053655	0.335137288	0.036820582	8	0.47843244	0.02891988	N
1182	69	24	0.247969444	0.487516006	0.020468839	8	0.432484261	0.018643003	N
1183	60	NA	0.261649204	0.501668917	0.028610526	10	NA	NA	NA
1184	35	75	0.2665301	0.944531685	0.043068277	6	0.84047526	0.045569314	N
1185	22	58	0.495375578	0.759639791	0.005699852	6	1.14717286	0.099687408	N
1192	41	NA	0.350121431	0.613184839	0.012919944	4	NA	NA	NA
1196	98	98	0.243498227	0.51114687	0.051444364	5	0.48819647	0.051444364	Y
1197	69	69	0.486510966	0.843633149	0.043577461	8	0.932534141	0.043577461	Y
1198	62	28	0.335766926	0.469155899	0.03699596	8	0.490292012	0.007643246	N
1199	85	85	0.331867653	0.512698142	0.041184386	8	0.47288791	0.041184386	Y
1200	54	77	0.274245439	0.44575542	0.02093687	9	0.66716329	0.035827719	N
1202	53	37	0.304900752	0.494454185	0.014261935	8	0.592983129	0.008672263	N
1203	77	77	0.268772495	0.402928546	0.038339615	9	0.513638485	0.038339615	Y
1204	65	65	0.74016044	1.407966589	0.116067051	7	1.264153951	0.116067051	Y
1207	90	90	0.259678161	0.632740903	0.034040774	6	0.578054866	0.034040774	Y
1208	66	NA	0.40537683	0.631471253	0.013032382	5	NA	NA	NA
1209	40	74	0.184169361	0.442572797	0.011642931	8	0.532801722	0.017298901	N
1210	40	NA	0.364235913	0.896884603	0.048104752	6	NA	NA	NA
1211	14	NA	0.190183748	0.346260852	2.17E-06	7	NA	NA	NA
1213	43	39	0.334816084	0.556311063	0.038882786	6	0.790425221	0.058521281	N
1216	91	65	0.234036761	0.399904032	0.027208406	8	0.436122536	0.018342602	N
1217	52	NA	0.252932802	0.41271309	0.016412954	4	NA	NA	NA
1218	26	25	0.212392836	0.674391824	0.025877137	6	0.769359007	0.015089193	N
1219	51	70	0.212202027	0.435407512	0.025021813	9	0.40243671	0.015041507	N
1221	39	58	0.348483035	0.71901824	0.052020323	5	0.691979331	0.021946922	N
1224	85	85	0.306691988	0.525467329	0.042938863	8	0.505469429	0.042938863	Y
1225	27	10	0.210035554	0.604325619	0.004480288	6	0.501513167	2.60E-06	N
1226	95	64	0.453187912	0.565348999	0.058531134	3	0.871202136	0.011835952	N
1228	88	88	0.209192616	0.529259954	0.059058112	6	0.56892766	0.059058112	Y
1231	18	44	0.399143975	0.679986264	0.007019747	7	0.805359563	0.020938521	N
1233	74	NA	0.554659875	0.93213029	0.042680629	7	NA	NA	NA
1234	68	75	0.273208442	0.51339008	0.034829259	8	0.506819417	0.020409007	N
1235	76	56	0.474844918	0.690242558	0.023696407	9	0.809096643	0.026679225	N
1236	76	NA	0.168122648	0.339775323	0.05234128	7	NA	NA	NA
1237	52	NA	0.255250257	0.607362983	0.009839978	7	NA	NA	NA
1238	38	27	0.23771315	0.503678086	0.039413977	7	0.631677301	0.017826261	N
1240	51	45	0.175610762	0.625528555	0.018114781	5	0.545820553	0.017735653	N
1241	72	NA	0.263664694	0.356823464	0.024006334	6	NA	NA	NA
1242	12	40	0.248139088	0.431406366	0.002149306	7	0.438040565	0.006679326	N
1243	27	36	0.278510875	0.520358782	0.003015039	7	0.602010936	0.016001656	N
1244	29	NA	0.171747051	0.282893669	0.020625237	4	NA	NA	NA
1246	56	62	0.310389862	0.466428301	0.004007402	4	0.701155389	0.038548347	N
1247	81	NA	0.253380301	0.607026135	0.014468458	10	NA	NA	NA
1248	92	21	0.246617823	0.434320001	0.052713934	7	0.490527913	0.009839472	N
1249	61	NA	0.203480494	0.43731001	0.037362871	6	NA	NA	NA
1251	35	84	0.298609489	0.605543391	2.34E-06	7	0.84052846	0.082519537	N
1252	48	NA	0.24026574	1.070859377	0.038376723	7	NA	NA	NA
1255	33	33	0.170689739	0.342600405	0.035030416	7	0.327166196	0.035030416	Y
1258	48	55	0.290530944	0.462987953	0.017436897	6	0.186176702	0	N
1259	54	51	0.296811031	0.556729291	0.029647098	8	0.483920903	0.017460776	N
1260	84	72	0.297797755	0.44320551	0.02909905	7	0.544104587	0.040516635	N
1261	21	76	0.273904605	0.533653615	0.00310739	8	0.587948621	0.032273005	N
1262	47	78	0.288662849	0.512516207	0.011678051	9	0.655276245	0.033081818	N
1263	69	92	0.313550033	0.471413583	0.049812719	3	0.505599201	0.057799222	N
1265	50	50	0.783434004	0.99605399	0.022182922	5	1.053072627	0.022182922	Y
1266	51	58	0.246082956	0.590421863	0.023000722	4	0.586720821	0.037592863	N
1267	59	NA	0.236884692	0.686073773	0.014866117	9	NA	NA	NA
1269	56	65	0.28757526	0.861573284	0.063718431	11	0.592413178	0.01192383	N
1270	29	39	0.18386123	0.384556267	0.015368769	5	0.380291801	0.006885808	N
1271	51	51	0.169982275	0.34090621	0.035566705	7	0.368265024	0.035566705	Y
1272	33	NA	0.319018366	0.559259908	0.00356715	7	NA	NA	NA
1274	33	NA	0.146767325	0.319227712	0.043978989	6	NA	NA	NA
1275	58	79	0.16638964	0.462701982	0.003606948	4	0.362780715	0.023506689	N
1276	85	85	0.358963812	0.567274066	0.046512185	7	0.747739889	0.046512185	Y
1279	59	NA	0.216227381	0.580368723	0.093040904	7	NA	NA	NA
1280	96	96	0.235553355	0.463572913	0.056481851	6	0.557101716	0.056481851	Y
1281	69	50	0.255134675	0.492356573	0.022913404	8	0.532435021	0.011030035	N
1283	52	NA	0.196587633	0.478741796	0.010244843	3	NA	NA	NA
1286	83	15	0.181620175	0.415758895	0.045528598	7	0.461880426	0.001482122	N
1287	60	NA	0.201559055	0.37254864	0.009888719	10	NA	NA	NA
1288	54	54	0.151141582	0.449438501	0.087987459	4	0.692315118	0.087987459	Y
1289	70	70	0.23983734	0.625214966	0.032642098	9	0.452209057	0.032642098	Y
1290	17	NA	0.322048013	0.669878038	2.64E-06	7	NA	NA	NA
1291	99	61	0.269145234	0.312898638	0.035124954	2	0.340428713	0.027697016	N
1292	47	NA	0.276618219	0.708054279	0.011075716	10	NA	NA	NA
1293	80	54	0.34884937	0.633768088	0.03820979	9	0.806566146	0.041644168	N
1294	81	81	0.243605112	0.393296269	0.025849844	8	0.410073818	0.025849844	Y
1295	93	NA	0.396253859	0.746861538	0.201304942	6	NA	NA	NA
1296	31	56	0.204488448	0.927824261	0.03536529	8	0.399946538	0.014397682	N
1300	38	52	0.269973641	0.524969775	0.004337093	8	0.500732778	0.012273775	N
1301	98	98	0.37690905	0.981649691	0.061598848	9	0.657228839	0.061598848	Y
1304	86	86	0.202505698	0.384238458	0.023571259	8	0.281641762	0.023571259	Y
1305	92	50	0.335392693	0.580623482	0.159671531	9	0.71454676	0.050975057	N
1310	83	83	0.507273998	0.865455452	0.047459686	8	1.070182337	0.047459686	Y
1312	86	75	0.216907904	0.715256161	0.012102131	10	0.460356074	0.011825385	N
1314	29	NA	0.316013261	5.942444778	0.055443664	2	NA	NA	NA
1318	29	NA	0.35484584	0.69204538	0.010522542	6	NA	NA	NA
1323	25	25	0.229905909	0.272212778	0.016432385	5	0.385926081	0.016432385	Y
1324	75	75	0.881513908	1.215589975	0.07537469	7	1.355349301	0.07537469	Y
1325	92	92	0.328454936	0.690589869	0.084725397	7	0.863786692	0.084725397	Y
1326	77	NA	0.590400735	0.760317303	0.04637353	3	NA	NA	NA
1330	48	78	0.190493872	0.303515783	0.018917049	8	0.361705475	0.043718796	N
1331	71	NA	0.428486679	0.940139531	0.02635223	3	NA	NA	NA
1333	34	NA	0.331676597	0.81059358	0.010354398	6	NA	NA	NA
1337	48	48	0.481824225	0.848455767	0.068601318	5	0.836472781	0.068601318	Y
1341	68	84	0.443783361	0.718086624	0.038153715	7	0.540081485	0.105933012	N
1342	55	NA	0.180098362	0.493259388	0.011634945	5	NA	NA	NA
1344	48	75	0.159417874	0.337009889	0.006203859	7	0.344826593	0.02183724	N
1345	55	54	0.435132115	0.699251199	0.027936374	4	0.784377084	0.023129935	N
1348	99	NA	0.434129237	0.561193294	0.054814113	2	NA	NA	NA
1349	84	84	0.396216695	0.719057515	0.044700858	10	0.773423711	0.044700858	Y
1350	64	39	0.363464998	0.593180831	0.016850533	11	0.664025935	2.29E-06	N
1352	35	NA	0.244008754	0.443498526	0.011490209	9	NA	NA	NA
1353	81	NA	0.304647376	0.556832068	0.015386214	6	NA	NA	NA
1354	8	NA	0.385740952	0.677694544	0.00265121	6	NA	NA	NA
1357	98	98	0.327139507	0.80570436	0.168639852	4	0.769814518	0.168639852	Y
1358	29	74	0.197831367	0.499249169	0.009868693	5	0.541969713	0.038867408	N
1360	42	14	0.258154814	0.454076589	0.035754054	8	0.534323961	2.54E-06	N
1361	40	72	0.201992198	0.392982559	0.010961723	9	0.419427934	0.035180574	N
1363	27	NA	0.217867422	0.551193517	0.006347118	7	NA	NA	NA
1365	47	12	0.299757212	0.638402246	0.030485328	9	0.653014556	2.01E-06	N
1366	82	82	0.316752535	0.531198262	0.034649035	8	0.568319439	0.034649035	Y
1367	85	NA	0.338322865	0.521614538	0.010834527	7	NA	NA	NA
1368	48	NA	0.269227563	0.576544604	0.034779417	8	NA	NA	NA
1369	15	NA	0.252645711	0.38475169	0.009279494	5	NA	NA	NA
1371	90	67	0.251843034	0.53899913	0.08220939	9	0.603004745	0.01530998	N
1373	56	32	0.256869464	0.689446816	0.016432212	7	0.627327941	0.002713682	N
1374	33	NA	0.256519058	0.489034977	0.008806101	5	NA	NA	NA
1375	23	100	0.286965677	0.599080227	0.034412451	7	0.514721835	0.031067764	N
1376	36	52	0.279586047	0.42776261	0.017713449	6	0.599156756	0.021618938	N
1377	94	NA	0.21845546	0.97191823	0.018893266	2	NA	NA	NA
1378	78	78	0.306915724	0.623648807	0.029833826	7	0.543023101	0.029833826	Y
1379	56	81	0.258499446	0.683504439	0.003471649	4	0.551661124	0.059040422	N
1380	86	42	0.210304243	0.409583367	0.028185735	10	0.420843482	0.016143677	N
1381	13	69	0.234956023	0.423757949	0.005855885	4	0.534108681	0.02512555	N
1382	41	NA	0.671203011	1.209502529	0.007642234	8	NA	NA	NA
1384	89	82	0.390208878	0.609326829	0.029057662	8	0.751218461	0.077136878	N
1385	86	NA	0.264202558	0.490950712	0.024942492	3	NA	NA	NA
1386	91	91	0.517794497	1.031454823	0.116590334	0	2.249253473	0.116590334	Y
1388	95	95	0.315362193	0.54507898	0.081635277	10	0.87797633	0.081635277	Y
1389	18	65	0.480058658	0.711745157	0.001640779	9	0.688816836	0.0271445	N
1390	90	90	0.213372087	0.401370135	0.022186287	6	0.486564934	0.022186287	Y
1391	63	NA	0.245919814	0.506495407	0.023544817	6	NA	NA	NA
1392	16	43	0.25298283	0.594447077	0.007904347	10	0.473206445	0.006826252	N
1393	92	NA	0.334390232	0.688328935	0.016962215	8	NA	NA	NA
1394	34	55	1.182166618	1.364123604	0.005555427	8	1.558290954	0.011500158	N
1395	52	NA	0.286929294	0.655600351	0.02418685	7	NA	NA	NA
1396	33	NA	0.264011808	0.499170982	0.01076095	7	NA	NA	NA
1397	34	66	0.39370238	0.601611038	0.015188874	5	0.672121747	0.015903957	N
1398	82	82	0.148184221	0.266374721	0.020998136	3	0.310049495	0.020998136	Y
1399	18	45	0.312087327	0.621172589	0.0074448	8	0.718149691	0.02238992	N
1400	81	NA	0.343603549	0.610842892	0.006300331	4	NA	NA	NA
1401	19	31	0.371130426	0.743435642	0.022429191	7	0.955082322	0.008849435	N
1402	53	NA	0.167134488	0.324587687	0.01240234	10	NA	NA	NA
1403	36	NA	0.424954059	0.70844652	0.015372434	7	NA	NA	NA
1404	65	NA	0.33506305	0.603782941	0.029904299	6	NA	NA	NA
1406	46	NA	0.301473842	0.677521132	0.014576706	5	NA	NA	NA
1407	14	32	0.481136571	0.690370341	0.018825523	9	0.717575988	0.040932902	N
1408	20	65	0.247977892	0.502056346	0.023941485	9	0.561894562	0.019628602	N
1409	30	85	0.325223629	0.502641851	0.010834998	4	0.546927207	0.031234936	N
1410	31	31	0.22958724	0.532680255	0.037834288	6	0.713884689	0.037834288	Y
1411	91	91	0.288984319	0.731538429	0.12553079	5	0.724191863	0.061214852	N
1412	76	23	0.307323267	0.694649404	0.037612766	6	0.654973463	0.00229895	N
1414	79	22	0.250182069	0.65222159	0.124834732	10	0.504869766	0.00840106	N
1415	56	NA	0.31682001	0.538107395	0.005338859	6	NA	NA	NA
1416	65	68	0.271628562	0.479239831	0.040836193	8	0.461863211	0.030502458	N
1417	99	39	0.247288196	0.404981777	0.027785957	2	0.467455992	0.002322466	N
1418	16	NA	0.293664208	0.517687867	0.011495897	7	NA	NA	NA
1419	77	NA	0.292012001	0.808199202	0.00849281	8	NA	NA	NA
1420	41	NA	0.22706827	0.513297894	0.027802982	6	NA	NA	NA
1421	30	46	0.395224372	0.584469131	0.025989823	6	0.749295169	0.035013895	N
1422	75	NA	0.400443984	0.608031233	0.038409788	5	NA	NA	NA
1424	55	56	0.316640254	0.541053978	0.007614193	4	0.694433588	0.040555653	N
1425	44	44	0.416026531	0.673396305	0.050103668	8	0.699152889	0.050103668	Y
1426	15	NA	0.221905788	0.458566225	0.001244786	5	NA	NA	NA
1427	90	NA	0.366317204	0.632609326	0.032696642	10	NA	NA	NA
1429	74	74	0.383706112	0.830592381	0.0297135	6	0.70883913	0.0297135	Y
1430	82	26	0.360753568	0.635344835	0.047176504	3	0.741703442	2.06E-06	N
1431	68	NA	0.362135939	0.511427936	0.031879347	5	NA	NA	NA
1432	46	NA	0.46704229	0.730798893	0.022007229	9	NA	NA	NA
1433	36	59	0.211226472	0.397240298	0.005770191	4	0.436968054	0.017738247	N
1436	72	45	0.176608286	0.444551632	0.026055285	8	0.331590491	0.011139863	N
1438	55	NA	0.326700806	0.819920897	0.036722543	6	NA	NA	NA
1440	24	31	0.306838034	0.429340128	0.009814351	5	0.614093583	0.023594644	N
1441	31	35	0.315337714	0.547985966	0.010788738	8	0.712381708	0.008846039	N
1442	68	56	0.317153988	0.567075707	0.030774277	7	0.565138839	0.013470758	N
1443	8	NA	0.269619052	0.410102263	2.20E-06	8	NA	NA	NA
1444	31	98	0.216625564	0.361978676	0.0038331	8	0.371436147	0.023750225	N
1445	78	NA	0.327988963	0.51896662	0.026416225	3	NA	NA	NA
1447	89	NA	0.20400694	0.286721084	0.024299129	3	NA	NA	NA
1448	21	21	0.305376656	0.4300892	0.014520097	3	0.461711838	0.014520097	Y
1450	13	95	0.230879769	0.510589074	2.11E-06	7	0.446162746	0.017540182	N
1451	90	NA	0.922258647	1.368284396	0.075334165	10	NA	NA	NA
1452	50	50	0.17449213	0.300882392	0.01462909	4	0.327638964	0.01462909	Y
1453	79	9	0.306411641	0.47011862	0.046494808	4	9.1458146	2.51E-06	N
1454	64	97	0.349025098	0.581893235	0.028253388	8	0.617087263	0.089707574	N
1455	44	40	0.289958258	0.583392746	0.012431307	7	0.796716495	0.009856154	N
1456	53	24	0.399734634	0.706098958	0.016082832	8	0.759462984	0.011627842	N
1457	64	NA	0.329724321	0.411652306	0.015417562	7	NA	NA	NA
1458	76	NA	0.28081302	0.549950453	0.024670532	7	NA	NA	NA
1459	40	47	0.205828996	1.057463731	0.006296305	10	0.696232566	0.020949797	N
1460	87	30	0.139054819	0.455813642	0.019131028	9	0.361740948	2.46E-06	N
1461	48	41	0.31138875	0.664827927	0.020864054	7	0.601061793	0.013592469	N
1463	73	73	0.338410637	0.72275306	0.019068213	12	0.839642615	0.019068213	Y
1464	40	NA	0.39995694	0.744395783	0.009892495	10	NA	NA	NA
1465	74	74	0.329516352	0.802372097	0.040095526	4	0.600866957	0.040095526	Y
1466	65	34	0.59925007	0.86672545	0.017378251	11	0.913523003	0.007728545	N
1468	91	91	0.338100203	0.617926816	0.034549856	8	0.68257066	0.034549856	Y
1470	35	50	0.20200923	0.296320143	0.007262405	7	0.283283346	0.009887256	N
1471	37	9	0.399132142	0.765879825	0.010146303	8	0.83376576	5.76E-06	N
1472	33	100	0.297611806	0.741094287	0.025015437	4	0.950873437	0.043971136	N
1474	66	66	0.264083235	0.450659496	0.057726191	9	0.475172067	0.057726191	Y
1476	82	89	0.461922717	0.743023497	0.042802352	6	1.066087283	0.088906797	N
1477	30	56	0.285616915	0.762820072	0.019330643	9	0.560941761	0.031471757	N
1478	46	48	0.235182433	0.652016696	0.010400875	5	0.799212225	2.49E-06	N
1479	84	NA	0.288974471	0.441585416	0.012396146	6	NA	NA	NA
1480	65	65	0.280664608	0.613077031	0.01683475	11	0.741532634	0.01683475	Y
1481	42	71	0.278810402	0.430196222	0.025078638	8	0.451314198	0.01527635	N
1484	62	62	0.339760012	0.627518524	0.032577962	8	0.676093892	0.02997105	N
1485	59	68	0.309806258	0.557891947	0.019435659	8	0.614804615	0.025369179	N
1486	66	66	0.227591592	0.445746893	0.034972462	4	0.618072522	0.034972462	Y
1487	23	NA	0.2411301	0.435596696	0.030572826	6	NA	NA	NA
1488	24	58	0.423872849	0.830704814	2.41E-06	7	0.867451914	0.00728171	N
1490	78	19	0.251594682	0.490269509	0.054070146	10	0.481911123	0.003437193	N
1491	13	NA	0.283445494	0.399617567	0.002833372	8	NA	NA	NA
1492	19	69	0.264182252	0.468583766	0.028488579	6	0.538121832	0.047465915	N
1493	17	39	0.245151709	0.428773092	0.018835996	7	0.515481752	0.023734564	N
1494	53	NA	0.335067132	0.556382766	0.025800519	8	NA	NA	NA
1497	89	57	0.262487452	0.566773458	0.02180794	3	0.651768096	0.032096286	N
1498	53	NA	0.464277582	0.781532678	0.051820329	7	NA	NA	NA
1499	35	12	0.24881904	0.537756679	0.016744314	2	0.940312152	0.004812891	N
1502	97	43	0.224764876	0.327598045	0.041344931	3	0.367466092	0.006686873	N
1504	33	NA	0.284760138	10.55578189	0.038905166	11	NA	NA	NA
1506	20	NA	0.267550472	0.433882417	2.42E-06	5	NA	NA	NA
1507	92	NA	0.295302355	0.823680389	0.090538519	9	NA	NA	NA
1508	59	48	0.460301431	0.687382246	0.029783184	9	0.710778465	0.020412542	N
1509	56	NA	1.388603434	1.689946656	0.028674348	7	NA	NA	NA
1510	98	NA	0.360717109	0.743755536	0.072593238	3	NA	NA	NA
1511	32	35	0.346534355	0.546261401	0.011620806	5	0.539537847	0.016091983	N
1513	44	NA	0.540392392	0.962199718	0.012000453	11	NA	NA	NA
1514	82	82	0.350917055	0.677535035	0.035632867	4	0.711285072	0.035632867	Y
1515	74	34	0.296773326	0.390773869	0.018247337	4	0.518856612	0.016882641	N
1516	34	59	0.396554742	0.681267281	2.32E-06	5	0.633037725	0.025658835	N
1517	57	49	0.3220127	0.729300208	0.024696883	8	0.821848243	0.007880787	N
1518	65	65	0.364541089	0.652146293	0.014856442	7	0.606615284	0.014856442	Y
1519	81	81	0.219936879	0.43154044	0.052545569	3	0.441314178	0.052545569	Y
1520	73	83	0.208158316	0.463818053	0.008939696	8	0.4576502	0.102618482	N
1522	9	NA	0.270185056	0.422110362	0.006865839	4	NA	NA	NA
1523	47	NA	0.156008957	0.290383772	0.010387629	6	NA	NA	NA
1527	28	12	0.302928195	0.711188797	0.006352953	8	0.628536012	0.002920329	N
1529	57	NA	0.21543243	0.442990987	0.032393172	10	NA	NA	NA
1532	95	95	0.229016212	0.718707047	0.114333785	6	0.835504446	0.114333785	Y
1533	94	94	0.361053748	0.929644881	0.185808164	9	1.175575449	0.185808164	Y
1534	76	NA	0.326787205	0.762316212	0.01999834	4	NA	NA	NA
1536	56	55	0.336512785	0.512790762	0.015073152	7	0.572820024	0.007187099	N
1537	71	NA	0.220210715	0.842198082	0.054812964	6	NA	NA	NA
1538	97	97	0.28941088	0.748998448	0.10297571	9	0.62103075	0.10297571	Y
1539	36	89	0.366466415	0.568740956	0.010411927	9	0.6002646	0.00577661	N
1542	66	NA	0.219409643	0.627561207	0.031243626	6	NA	NA	NA
1543	25	NA	0.381537664	0.756667519	0.02459248	8	NA	NA	NA
1544	90	92	0.444556207	0.749458745	0.03571857	6	0.843177874	0.061184171	N
1546	78	78	0.378928034	0.519749783	0.032686473	7	0.546475974	0.032686473	Y
1547	38	57	0.282334273	0.645590682	0.002169792	8	0.613705987	0.02201521	N
1548	90	90	0.254152829	0.520352203	0.037894007	7	0.558496675	0.037894007	Y
1549	76	76	0.364838773	0.618987668	0.044746242	7	0.630536385	0.044746242	Y
1550	98	NA	0.155920473	0.351291136	0.060306386	4	NA	NA	NA
1552	40	35	0.283967484	0.568497774	0.062341927	5	0.812081748	0.003561143	N
1553	7	NA	0.360630276	0.780111693	2.77E-06	5	NA	NA	NA
1554	63	22	0.281663707	0.953649526	0.011818271	8	0.789575013	0.018481884	N
1555	89	NA	0.454819162	1.107419232	0.138331977	6	NA	NA	NA
1557	18	93	0.250207917	0.454240772	0.001575095	5	0.812171333	0.064568879	N
1558	46	46	0.257001026	0.492518659	0.041629079	5	0.372534685	0.041629079	Y
1562	48	NA	0.164848158	0.944968927	0.056675402	4	NA	NA	NA
1563	30	100	0.287265231	0.737593723	0.011691407	7	0.746623135	0.053778881	N
1564	25	25	0.396400411	0.658023581	0.046999494	6	0.755967508	0.046999494	Y
1566	34	NA	0.421016604	0.667609943	0.0001773	6	NA	NA	NA
1567	8	NA	0.222709402	0.443100458	2.06E-06	5	NA	NA	NA
1568	18	91	0.240621946	0.360762096	0.005375348	8	0.427465077	0.223845822	N
1571	65	93	0.481343892	0.750327108	0.023452343	9	0.720041993	0.04634918	N
1572	85	NA	0.197677242	0.376955577	0.018509901	4	NA	NA	NA
1573	38	37	0.186792353	0.305284777	0.003035677	8	0.359980243	0.00744818	N
1574	89	89	0.213979991	0.433969711	0.04376945	7	0.453701385	0.04376945	Y
1575	49	74	0.381942434	0.529528225	0.028898394	7	0.560893586	0.025755384	N
1580	38	62	0.284713979	0.503473262	0.018230058	7	0.581691282	0.030588906	N
1581	72	38	0.268095668	0.536118088	0.029072916	8	0.58134855	0.011342741	N
1582	31	NA	0.219159474	0.439344116	0.015878445	7	NA	NA	NA
1583	95	95	0.138584363	0.276389416	0.024065802	10	0.284790775	0.024065802	Y
1584	62	53	0.546681791	0.926526095	0.036437286	6	1.22753607	0.04777817	N
1585	52	NA	0.171941045	0.367654034	0.007024177	0	NA	NA	NA
1587	51	NA	0.190596099	0.432624122	0.012301972	7	NA	NA	NA
1588	80	52	0.275445037	0.587818389	0.04029023	6	0.532820561	0.02738259	N
1589	44	44	0.211897644	0.782464662	0.225454512	6	7.099302527	0.225454512	Y
1590	85	85	0.190065821	0.32845669	0.028375475	5	0.333118705	0.028375475	Y
1591	72	60	0.64837349	1.238434205	0.03108971	9	1.151365881	0.018079955	N
1592	50	31	0.289354994	0.486060119	0.015083834	3	0.574940561	0.015689972	N
1594	89	NA	0.214222721	0.57174066	0.029823291	3	NA	NA	NA
1597	61	43	0.26070943	0.441972364	0.047947199	2	0.695737881	0.010183736	N
1599	27	NA	0.485083564	2.699085675	2.56E-06	9	NA	NA	NA
1604	97	NA	0.284041023	0.472767259	0.029319492	2	NA	NA	NA
1610	40	NA	0.254774443	0.687493948	0.042112392	4	NA	NA	NA
1612	99	73	0.518298204	0.562932225	0.061777256	2	0.835970374	0.018975034	N
1613	55	NA	0.290686002	0.703371162	0.032016448	8	NA	NA	NA
1614	45	NA	0.356385876	0.572394527	0.015414129	9	NA	NA	NA
1615	79	79	0.220438848	0.371651019	0.046061766	6	0.455205922	0.046061766	Y
1616	22	38	0.35481662	0.583840514	0.007029656	9	1.041574008	0.009155652	N
1619	46	NA	0.200803551	0.536878224	0.005362871	9	NA	NA	NA
