0	Sap_SHI31724-RA
10	Sap_SHI06998-RA
100	Sap_SHI33593-RA
100	Sap_SHI33590-RA
1000	Sap_SHI01119-RA
1001	Sap_SHI24235-RA
1001	Sap_SHI31125-RA
1002	Sap_SHI24556-RA
1003	Sap_SHI09632-RA
1004	Sap_SHI18538-RA
1005	Sap_SHI10546-RA
1007	Sap_SHI32668-RA
1009	Sap_SHI30653-RA
101	Sap_SHI11828-RA
1010	Sap_SHI10397-RA
1011	Sap_SHI04918-RA
1012	Sap_SHI13352-RA
1013	Sap_SHI30527-RA
1014	Sap_SHI09048-RA
1015	Sap_SHI09760-RA
1015	Sap_SHI09762-RA
1016	Sap_SHI12830-RA
1017	Sap_SHI21767-RA
1019	Sap_SHI14627-RA
102	Sap_SHI47893-RA
1020	Sap_SHI04492-RA
1021	Sap_SHI07387-RA
1023	Sap_SHI01025-RA
1024	Sap_SHI22933-RA
1025	Sap_SHI00669-RA
1026	Sap_SHI21188-RA
1027	Sap_SHI30645-RA
1028	Sap_SHI00869-RA
1029	Sap_SHI50669-RA
1031	Sap_SHI07133-RA
1032	Sap_SHI12676-RA
1032	Sap_SHI12678-RA
1032	Sap_SHI12675-RA
1033	Sap_SHI17273-RA
1033	Sap_SHI17272-RA
1034	Sap_SHI11342-RA
1035	Sap_SHI07124-RA
1036	Sap_SHI08312-RA
1037	Sap_SHI21309-RA
1038	Sap_SHI04999-RA
1039	Sap_SHI03954-RA
104	Sap_SHI11435-RA
1040	Sap_SHI22634-RA
1041	Sap_SHI53450-RA
1041	Sap_SHI09332-RA
1042	Sap_SHI00590-RA
1043	Sap_SHI20450-RA
1044	Sap_SHI28631-RA
1044	Sap_SHI33964-RA
1049	Sap_SHI08950-RA
105	Sap_SHI23777-RA
105	Sap_SHI23773-RA
1051	Sap_SHI13608-RA
1052	Sap_SHI07993-RA
1053	Sap_SHI22503-RA
1057	Sap_SHI10889-RA
1057	Sap_SHI10891-RA
1058	Sap_SHI13638-RA
106	Sap_SHI03893-RA
1060	Sap_SHI31153-RA
1061	Sap_SHI31153-RA
1062	Sap_SHI05859-RA
1063	Sap_SHI33378-RA
1065	Sap_SHI06640-RA
1069	Sap_SHI08075-RA
1070	Sap_SHI01708-RA
1071	Sap_SHI31901-RA
1072	Sap_SHI18668-RA
1073	Sap_SHI05935-RA
1076	Sap_SHI37432-RA
1077	Sap_SHI13286-RA
1078	Sap_SHI05447-RA
1079	Sap_SHI24483-RA
1080	Sap_SHI23799-RA
1081	Sap_SHI11756-RA
1082	Sap_SHI02853-RA
1083	Sap_SHI27954-RA
1085	Sap_SHI31380-RA
1085	Sap_SHI31377-RA
1086	Sap_SHI33379-RA
1087	Sap_SHI24867-RA
1089	Sap_SHI12393-RA
1090	Sap_SHI06160-RA
1092	Sap_SHI12609-RA
1096	Sap_SHI11462-RA
1096	Sap_SHI30977-RA
1096	Sap_SHI33253-RA
1096	Sap_SHI33332-RA
1096	Sap_SHI49793-RA
1096	Sap_SHI11463-RA
1097	Sap_SHI00826-RA
1098	Sap_SHI11775-RA
1098	Sap_SHI11780-RA
1099	Sap_SHI01272-RA
1100	Sap_SHI02132-RA
1101	Sap_SHI02816-RA
1103	Sap_SHI12121-RA
1104	Sap_SHI25863-RA
1105	Sap_SHI08062-RA
1107	Sap_SHI25883-RA
1108	Sap_SHI13471-RA
1109	Sap_SHI21163-RA
1109	Sap_SHI21160-RA
1110	Sap_SHI20752-RA
1110	Sap_SHI49900-RA
1111	Sap_SHI04053-RA
1111	Sap_SHI04054-RA
1112	Sap_SHI07997-RA
1113	Sap_SHI16340-RA
1114	Sap_SHI11691-RA
1115	Sap_SHI18941-RA
1115	Sap_SHI18940-RA
1115	Sap_SHI18942-RA
1116	Sap_SHI07089-RA
1117	Sap_SHI12627-RA
1118	Sap_SHI08659-RA
1119	Sap_SHI12483-RA
1120	Sap_SHI29406-RA
1121	Sap_SHI07615-RA
1122	Sap_SHI08566-RA
1123	Sap_SHI20668-RA
1124	Sap_SHI30467-RA
1125	Sap_SHI31900-RA
1126	Sap_SHI16322-RA
1127	Sap_SHI31092-RA
1128	Sap_SHI31386-RA
1128	Sap_SHI33526-RA
1129	Sap_SHI09489-RA
1129	Sap_SHI09501-RA
1129	Sap_SHI09520-RA
1129	Sap_SHI09525-RA
113	Sap_SHI15302-RA
1132	Sap_SHI26036-RA
1133	Sap_SHI08448-RA
1134	Sap_SHI30078-RA
1136	Sap_SHI05271-RA
1137	Sap_SHI22502-RA
1139	Sap_SHI21178-RA
114	Sap_SHI21205-RA
1141	Sap_SHI09368-RA
1141	Sap_SHI09369-RA
1142	Sap_SHI08457-RA
1144	Sap_SHI20711-RA
1145	Sap_SHI19527-RA
1146	Sap_SHI08844-RA
1147	Sap_SHI13736-RA
1148	Sap_SHI00274-RA
115	Sap_SHI02700-RA
115	Sap_SHI02703-RA
115	Sap_SHI02699-RA
1150	Sap_SHI39591-RA
1150	Sap_SHI25223-RA
1151	Sap_SHI03891-RA
1155	Sap_SHI05412-RA
1155	Sap_SHI29222-RA
1155	Sap_SHI29225-RA
1159	Sap_SHI21130-RA
116	Sap_SHI11249-RA
1160	Sap_SHI02350-RA
1162	Sap_SHI19077-RA
1163	Sap_SHI04009-RA
1164	Sap_SHI18309-RA
1164	Sap_SHI18307-RA
1165	Sap_SHI29796-RA
1167	Sap_SHI01135-RA
1168	Sap_SHI03217-RA
1169	Sap_SHI16719-RA
117	Sap_SHI29474-RA
1170	Sap_SHI07965-RA
1170	Sap_SHI07966-RA
1171	Sap_SHI10565-RA
1172	Sap_SHI20449-RA
1173	Sap_SHI08831-RA
1174	Sap_SHI03071-RA
1174	Sap_SHI54180-RA
1175	Sap_SHI04038-RA
1176	Sap_SHI13391-RA
1176	Sap_SHI13389-RA
1177	Sap_SHI42435-RA
1179	Sap_SHI19206-RA
118	Sap_SHI24965-RA
1181	Sap_SHI19136-RA
1182	Sap_SHI04117-RA
1182	Sap_SHI04123-RA
1183	Sap_SHI31299-RA
1183	Sap_SHI31298-RA
1183	Sap_SHI31294-RA
1183	Sap_SHI31296-RA
1183	Sap_SHI31300-RA
1183	Sap_SHI31301-RA
1184	Sap_SHI21262-RA
1185	Sap_SHI02135-RA
1186	Sap_SHI13981-RA
1186	Sap_SHI13982-RA
1187	Sap_SHI05744-RA
1192	Sap_SHI20590-RA
1196	Sap_SHI18003-RA
1198	Sap_SHI11255-RA
1199	Sap_SHI19022-RA
12	Sap_SHI13547-RA
120	Sap_SHI02629-RA
1200	Sap_SHI09778-RA
1200	Sap_SHI09775-RA
1201	Sap_SHI18014-RA
1202	Sap_SHI07736-RA
1203	Sap_SHI32381-RA
1204	Sap_SHI09970-RA
1207	Sap_SHI23842-RA
1208	Sap_SHI24848-RA
1209	Sap_SHI04185-RA
121	Sap_SHI09311-RA
121	Sap_SHI09312-RA
1210	Sap_SHI15002-RA
1211	Sap_SHI18994-RA
1213	Sap_SHI12093-RA
1216	Sap_SHI11162-RA
1216	Sap_SHI11161-RA
1217	Sap_SHI08683-RA
1218	Sap_SHI13341-RA
1218	Sap_SHI13342-RA
1219	Sap_SHI14216-RA
1221	Sap_SHI00299-RA
1224	Sap_SHI27088-RA
1225	Sap_SHI14560-RA
1228	Sap_SHI32765-RA
123	Sap_SHI30679-RA
1231	Sap_SHI08197-RA
1233	Sap_SHI11499-RA
1234	Sap_SHI21105-RA
1235	Sap_SHI07074-RA
1236	Sap_SHI18967-RA
1237	Sap_SHI26351-RA
1238	Sap_SHI09253-RA
124	Sap_SHI25452-RA
124	Sap_SHI26839-RA
1240	Sap_SHI15480-RA
1241	Sap_SHI21181-RA
1242	Sap_SHI31882-RA
1243	Sap_SHI02298-RA
1244	Sap_SHI25601-RA
1245	Sap_SHI54759-RA
1245	Sap_SHI54992-RA
1246	Sap_SHI23370-RA
1247	Sap_SHI12270-RA
1247	Sap_SHI12261-RA
1247	Sap_SHI12262-RA
1247	Sap_SHI12264-RA
1248	Sap_SHI49197-RA
1249	Sap_SHI18199-RA
125	Sap_SHI12602-RA
1250	Sap_SHI24823-RA
1251	Sap_SHI22344-RA
1252	Sap_SHI28288-RA
1252	Sap_SHI28286-RA
1252	Sap_SHI28287-RA
1255	Sap_SHI11209-RA
1258	Sap_SHI32485-RA
1259	Sap_SHI06033-RA
126	Sap_SHI30090-RA
1260	Sap_SHI12970-RA
1261	Sap_SHI30106-RA
1262	Sap_SHI29874-RA
1263	Sap_SHI01195-RA
1265	Sap_SHI27849-RA
1266	Sap_SHI30102-RA
1267	Sap_SHI07056-RA
1269	Sap_SHI05781-RA
1270	Sap_SHI24098-RA
1271	Sap_SHI00769-RA
1272	Sap_SHI07352-RA
1274	Sap_SHI28634-RA
1274	Sap_SHI28633-RA
1275	Sap_SHI09383-RA
1275	Sap_SHI09633-RA
1275	Sap_SHI09639-RA
1276	Sap_SHI26414-RA
1277	Sap_SHI10164-RA
1279	Sap_SHI04849-RA
128	Sap_SHI26653-RA
128	Sap_SHI26654-RA
1280	Sap_SHI04216-RA
1281	Sap_SHI18324-RA
1283	Sap_SHI15277-RA
1283	Sap_SHI15273-RA
1283	Sap_SHI15279-RA
1285	Sap_SHI28186-RA
1286	Sap_SHI00060-RA
1287	Sap_SHI09972-RA
1288	Sap_SHI07095-RA
1289	Sap_SHI12722-RA
1289	Sap_SHI12721-RA
129	Sap_SHI13586-RA
1290	Sap_SHI21140-RA
1291	Sap_SHI03531-RA
