0	Sap_SHI31724-RA
10	Sap_SHI06998-RA	OG0005422.inclade1.codeml	raf_stem	0.058334000000000004	0.5576565
100	Sap_SHI33593-RA	OG0005572.inclade1.codeml	raf_stem	0.046558999999999996	2.4243509999999997
100	Sap_SHI33590-RA
1000	Sap_SHI01119-RA
1001	Sap_SHI24235-RA	OG0004201.inclade1.codeml	raf_stem	0.042175	0.577095
1001	Sap_SHI31125-RA
1002	Sap_SHI24556-RA	OG0004412.inclade1.codeml	raf_stem	0.286858	0.844364
1003	Sap_SHI09632-RA	OG0000833.inclade1.codeml	raf_stem	0.104407	0.882069
1004	Sap_SHI18538-RA	OG0004145.inclade1.codeml	raf_stem	0.111525	1.152837
1005	Sap_SHI10546-RA	OG0000221.inclade1.codeml	raf_stem	0.097416	0.728002
1007	Sap_SHI32668-RA	OG0005098.inclade1.codeml	raf_stem	0.139785	0.948411
1009	Sap_SHI30653-RA	OG0004271.inclade1.codeml	raf_stem	0.139267	0.544496
101	Sap_SHI11828-RA	OG0001409.inclade1.codeml	raf_stem	0.388256	1.045841
1010	Sap_SHI10397-RA	OG0000241.inclade1.codeml	raf_stem	0.122344	1.145024
1011	Sap_SHI04918-RA	OG0004216.inclade1.codeml	raf_stem	0.122269	0.6073029999999999
1012	Sap_SHI13352-RA	OG0002735.inclade1.codeml	raf_stem	0.039820999999999995	1.1266639999999999
1013	Sap_SHI30527-RA	OG0000991.inclade1.codeml	raf_stem	0.109927	0.924122
1014	Sap_SHI09048-RA
1015	Sap_SHI09760-RA	OG0004770.inclade1.codeml	raf_stem	0.138967	0.55503
1015	Sap_SHI09762-RA
1016	Sap_SHI12830-RA	OG0001678.inclade1.codeml	raf_stem	0.115558	1.048594
1017	Sap_SHI21767-RA	OG0004788.inclade1.codeml	raf_stem	0.285443	0.792017
1019	Sap_SHI14627-RA
102	Sap_SHI47893-RA	OG0006304.inclade1.codeml	raf_stem	0.05478	1.328869
1020	Sap_SHI04492-RA	OG0001744.inclade1.codeml	raf_stem	0.132594	1.106138
1021	Sap_SHI07387-RA	OG0000228.inclade1.codeml	raf_stem	0.18110500000000002	0.9477709999999999
1023	Sap_SHI01025-RA	OG0003100.inclade1.codeml	raf_stem	0.21567	1.617949
1024	Sap_SHI22933-RA	OG0004764.inclade1.codeml	raf_stem	0.032258999999999996	0.649197
1025	Sap_SHI00669-RA	OG0001646.inclade1.codeml	raf_stem	0.132635	0.831555
1026	Sap_SHI21188-RA	OG0002839.inclade1.codeml	raf_stem	0.056809	0.793827
1027	Sap_SHI30645-RA	OG0001112.inclade1.codeml	raf_stem	0.296122	1.236768
1028	Sap_SHI00869-RA	OG0003848.inclade1.codeml	raf_stem	0.220497	6.287052
1029	Sap_SHI50669-RA	OG0000981.inclade1.codeml	raf_stem	0.257814	0.743417
1031	Sap_SHI07133-RA	OG0001753.inclade1.codeml	raf_stem	0.283896	2.69434
1032	Sap_SHI12676-RA
1032	Sap_SHI12678-RA
1032	Sap_SHI12675-RA
1033	Sap_SHI17273-RA
1033	Sap_SHI17272-RA
1034	Sap_SHI11342-RA	OG0001919.inclade1.codeml	raf_stem	0.089823	0.960472
1035	Sap_SHI07124-RA	OG0001690.inclade1.codeml	raf_stem	0.281088	0.876448
1036	Sap_SHI08312-RA	OG0000906.inclade1.codeml	raf_stem	0.254801	0.933464
1037	Sap_SHI21309-RA
1038	Sap_SHI04999-RA	OG0001838.inclade1.codeml	raf_stem	0.096376	0.614985
1039	Sap_SHI03954-RA
104	Sap_SHI11435-RA	OG0001070.inclade2.codeml	raf_stem	0.00025	2.501215
1040	Sap_SHI22634-RA	OG0004014.inclade1.codeml	raf_stem	0.100185	0.60053
1041	Sap_SHI53450-RA
1041	Sap_SHI09332-RA
1042	Sap_SHI00590-RA	OG0001155.inclade1.codeml	raf_stem	0.19839	1.453432
1043	Sap_SHI20450-RA	OG0000707.inclade1.codeml	raf_stem	0.087196	0.55806
1044	Sap_SHI28631-RA
1044	Sap_SHI33964-RA	OG0002245.inclade1.codeml	raf_stem	0.253612	0.495697
1049	Sap_SHI08950-RA	OG0000580.inclade1.codeml	raf_stem	0.158073	1.263979
105	Sap_SHI23777-RA	OG0003095.inclade1.codeml	raf_stem	0.039156	0.717674
105	Sap_SHI23773-RA
1051	Sap_SHI13608-RA	OG0002849.inclade1.codeml	raf_stem	0.057715	0.693529
1052	Sap_SHI07993-RA	OG0000856.inclade1.codeml	raf_stem	0.056649	0.82361
1053	Sap_SHI22503-RA	OG0000581.inclade1.codeml	raf_stem	0.06911099999999999	0.449895
1057	Sap_SHI10889-RA
1057	Sap_SHI10891-RA
1058	Sap_SHI13638-RA
106	Sap_SHI03893-RA	OG0004344.inclade1.codeml	raf_stem	0.068179	0.696983
1060	Sap_SHI31153-RA
1061	Sap_SHI31153-RA
1062	Sap_SHI05859-RA	OG0002587.inclade1.codeml	raf_stem	0.095885	0.499971
1063	Sap_SHI33378-RA	OG0005483.inclade1.codeml	raf_stem	0.071437	0.989053
1065	Sap_SHI06640-RA
1069	Sap_SHI08075-RA	OG0007491.inclade1.codeml	raf_stem	0.137102	0.692238
1070	Sap_SHI01708-RA	OG0008564.inclade1.codeml	raf_stem	0.147525	0.559777
1071	Sap_SHI31901-RA	OG0009399.inclade1.codeml	raf_stem	0.158192	0.827659
1072	Sap_SHI18668-RA	OG0008954.inclade1.codeml	raf_stem	0.175168	165.359317
1073	Sap_SHI05935-RA	OG0006870.inclade1.codeml	raf_stem	0.249789	1.32178
1076	Sap_SHI37432-RA	OG0007505.inclade1.codeml	raf_stem	0.217553	1.140552
