#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:1670" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:1670" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:1670" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.1670" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:1670" name="distribution" x="@birthRate.t:1670">
#            <Uniform id="Uniform.10" name="distr" upper="Infinity"/>
#        </prior>
#        <distribution id="in2.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:1670">
#            <taxonset id="in2" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="Clutia" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Drypetes" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Erythroxylum" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ixonanthes" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rca" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rhi" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rhizophora" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Ricinus" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Rtu" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="Sap" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@1670" id="treeLikelihood.1670" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:1670">
#            <siteModel id="SiteModel.s:1670" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:1670" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:1670" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:1670" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:1670" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:1670" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:1670" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.1670	TreeHeight	YuleModel	birthRate	mrca.age(in2)
19000	-1546.3117678205638	-1557.9001742082467	11.58840638768291	-1557.9001742082467	0.20798943362454836	11.58840638768291	8.745694144528391	0.19832945702204807
20000	-1547.741086535994	-1556.9352470025801	9.194160466585958	-1556.9352470025801	0.219296659158884	9.194160466585958	3.8562918897548606	0.16991701906084328
21000	-1542.4707334568404	-1553.833136213732	11.36240275689157	-1553.833136213732	0.21478351033093054	11.36240275689157	7.6750702335266086	0.1979879191344186
22000	-1544.5246818992428	-1555.0440307437727	10.519348844529976	-1555.0440307437727	0.22444104065437856	10.519348844529976	10.813726372548514	0.19691641066725105
23000	-1543.1835753424882	-1554.6575875975873	11.474012255098982	-1554.6575875975873	0.20335443486733412	11.474012255098982	7.027890061903858	0.2001290681760241
24000	-1547.72483519163	-1559.6915916826404	11.96675649101032	-1559.6915916826404	0.21400883845006155	11.96675649101032	8.695903412684922	0.18364839645033718
25000	-1542.0705175923442	-1552.997945961378	10.927428369033706	-1552.997945961378	0.19322637442833723	10.927428369033706	15.30495917753883	0.17450085908532081
26000	-1546.8586317302168	-1557.943561096654	11.084929366437274	-1557.943561096654	0.2474250810022802	11.084929366437274	7.383905390349633	0.21667550971286198
27000	-1547.1417788743483	-1557.4464133239396	10.304634449591198	-1557.4464133239396	0.22568463192351393	10.304634449591198	9.762270530321592	0.19227033102776217
28000	-1545.9054282098805	-1556.5859098715955	10.680481661715095	-1556.5859098715955	0.18262100107922946	10.680481661715095	14.631749124662317	0.1760422899426842
29000	-1549.4717309141556	-1560.6108950336934	11.139164119537817	-1560.6108950336934	0.2130203368376575	11.139164119537817	12.00775471852927	0.173201006252585
30000	-1549.6334845874248	-1557.6509149718531	8.017430384428252	-1557.6509149718531	0.2317051548739	8.017430384428252	3.488878496993589	0.20419264101304135
31000	-1545.226015099746	-1555.7997623188298	10.573747219083671	-1555.7997623188298	0.21484600814613805	10.573747219083671	6.881832975050947	0.2063206043588092
32000	-1547.790691283958	-1558.0638085682833	10.273117284325293	-1558.0638085682833	0.20303901735758934	10.273117284325293	13.414815657777092	0.20178578155839205
33000	-1549.5476388780494	-1560.642465421348	11.094826543298709	-1560.642465421348	0.2469247604736721	11.094826543298709	10.228686073516705	0.20356831839547168
34000	-1542.0459750133507	-1553.4106340907892	11.364659077438507	-1553.4106340907892	0.20799869519427736	11.364659077438507	10.174494622801335	0.1955062331914702
35000	-1548.8321740678878	-1559.7383739428126	10.906199874924848	-1559.7383739428126	0.2237494295528008	10.906199874924848	8.276414101221688	0.21486669730373367
36000	-1546.669404229121	-1557.6256861398203	10.956281910699424	-1557.6256861398203	0.20837550959166226	10.956281910699424	8.48636334589123	0.20213429193511093
37000	-1546.4380823161969	-1558.8647522838412	12.426669967644415	-1558.8647522838412	0.16180569514677826	12.426669967644415	7.090239732519058	0.15856803929421567
38000	-1543.4266260177121	-1555.7691529397114	12.342526921999198	-1555.7691529397114	0.19202835269627314	12.342526921999198	8.352391959096659	0.18548642354166703
39000	-1543.6116891071563	-1554.5105152347917	10.898826127635376	-1554.5105152347917	0.22424043542512095	10.898826127635376	8.33023123612372	0.215780788668734
40000	-1545.0466755478328	-1557.168681879331	12.122006331498142	-1557.168681879331	0.1921892722557682	12.122006331498142	12.13491951424338	0.16226804420444654
41000	-1546.2904112064862	-1557.678172261177	11.387761054690916	-1557.678172261177	0.204662051902027	11.387761054690916	9.151080060379782	0.18646534162277292
42000	-1544.5542333136143	-1557.13533842992	12.581105116305611	-1557.13533842992	0.1825357830808936	12.581105116305611	8.71726008021641	0.1661803176220322
43000	-1546.9565410211983	-1557.4094135621249	10.452872540926684	-1557.4094135621249	0.22103387338262873	10.452872540926684	6.987523962827498	0.20128746248369944
44000	-1541.1623422623175	-1553.2675442175691	12.105201955251715	-1553.2675442175691	0.19087442850245656	12.105201955251715	9.077014021637495	0.17708046014660905
45000	-1544.0905725242478	-1556.186504849576	12.095932325328286	-1556.186504849576	0.2188265961940227	12.095932325328286	9.491591539434673	0.16357141182223614
46000	-1551.3900840919982	-1562.5501031802594	11.160019088261038	-1562.5501031802594	0.21561422527077134	11.160019088261038	7.628296969450771	0.19047112062421984
47000	-1547.8654379581558	-1556.8463182721086	8.980880313952799	-1556.8463182721086	0.22601451754702545	8.980880313952799	14.733756330193206	0.17925269487466272
48000	-1543.0077218608167	-1553.4851010714235	10.47737921060675	-1553.4851010714235	0.20584870975860695	10.47737921060675	5.095698772492039	0.1898331717783209
49000	-1542.1862557890572	-1554.0445551815594	11.858299392502222	-1554.0445551815594	0.19203193360207077	11.858299392502222	7.297481578841297	0.19110622160760737
50000	-1546.1930119392302	-1556.4503201687148	10.257308229484515	-1556.4503201687148	0.23290313009120064	10.257308229484515	5.835873549405867	0.21014023893890615
51000	-1544.947030403233	-1555.8391527420604	10.892122338827388	-1555.8391527420604	0.17432455992025153	10.892122338827388	16.05908877463636	0.17337670637831096
52000	-1542.7713869937913	-1554.198277883219	11.42689088942755	-1554.198277883219	0.21223305865919193	11.42689088942755	7.149022235899061	0.19288046575910778
53000	-1547.8855039897282	-1557.9689120785333	10.083408088805028	-1557.9689120785333	0.19886019813765807	10.083408088805028	4.99355619767837	0.18856002293062685
54000	-1544.8706150328544	-1557.2720344754196	12.40141944256507	-1557.2720344754196	0.19375217597763625	12.40141944256507	8.01088889015166	0.17268631641220963
55000	-1551.1805943939378	-1562.9107307067766	11.730136312838741	-1562.9107307067766	0.20083904513098882	11.730136312838741	8.707045993097243	0.18330437311800524
56000	-1544.2878245135641	-1554.2296743175816	9.941849804017478	-1554.2296743175816	0.225639769818167	9.941849804017478	13.139414578935106	0.1971174648241688
57000	-1545.34537390881	-1556.0243980433763	10.679024134566289	-1556.0243980433763	0.2346143458557641	10.679024134566289	8.192164853317866	0.2054368449561405
58000	-1543.035297035317	-1554.3639914724067	11.328694437089784	-1554.3639914724067	0.2115778058060528	11.328694437089784	11.16721762914097	0.1961462375460812
59000	-1544.7456247999646	-1556.0239037958495	11.278278995884785	-1556.0239037958495	0.22374707656342632	11.278278995884785	7.614395902051086	0.18849296230448903
60000	-1546.0375313737852	-1556.0269075496262	9.989376175841116	-1556.0269075496262	0.21529497185848115	9.989376175841116	13.585977882246949	0.19835727256210262
61000	-1544.2908841198343	-1556.7033108744054	12.4124267545711	-1556.7033108744054	0.17269793988784846	12.4124267545711	8.466806024395451	0.1709858548968998
62000	-1542.0938846785273	-1554.2090384020287	12.115153723501464	-1554.2090384020287	0.2073994598511111	12.115153723501464	8.698128079462888	0.19640803243683816
63000	-1546.360948224761	-1557.1431462172063	10.782197992445308	-1557.1431462172063	0.21946886703209106	10.782197992445308	12.718046571859219	0.19464281866578403
64000	-1543.9247815988667	-1555.876810878886	11.952029280019453	-1555.876810878886	0.18354908393964195	11.952029280019453	10.306308642762666	0.17900332525965698
65000	-1546.63261508192	-1558.2657806966909	11.633165614770888	-1558.2657806966909	0.2176642100696987	11.633165614770888	8.050390986385596	0.1906593060088283
66000	-1542.4549114682798	-1554.6626236939837	12.207712225703943	-1554.6626236939837	0.18113748340096986	12.207712225703943	6.931890988657278	0.18090450659262974
67000	-1543.5420091139817	-1555.364568701491	11.822559587509218	-1555.364568701491	0.19188029543127344	11.822559587509218	6.950769014429799	0.18701674139768218
68000	-1546.4557901221492	-1558.319785943643	11.86399582149384	-1558.319785943643	0.20229606329055638	11.86399582149384	9.138674931930053	0.1728082125040071
69000	-1546.7579154103184	-1557.8405993491122	11.082683938793595	-1557.8405993491122	0.2097826363677099	11.082683938793595	9.292667708064478	0.18805859916883705
70000	-1546.4839550242727	-1558.7668152822635	12.282860257990695	-1558.7668152822635	0.18662905826365214	12.282860257990695	7.241538941829005	0.173735543364558
71000	-1545.735822311283	-1553.5696496119745	7.833827300691378	-1553.5696496119745	0.21232122043954021	7.833827300691378	16.64008508607001	0.209882435924318
72000	-1547.126223670892	-1557.624450781375	10.498227110482937	-1557.624450781375	0.20546076703049362	10.498227110482937	4.938320621440653	0.19230420295203046
73000	-1544.8555256341492	-1557.3550863262283	12.49956069207906	-1557.3550863262283	0.18438740623190114	12.49956069207906	7.410169223516698	0.16295631808758845
74000	-1544.177905660796	-1556.0834196324035	11.905513971607682	-1556.0834196324035	0.1933467814205948	11.905513971607682	9.750311529875686	0.1644418230543645
75000	-1549.7479211397097	-1556.6341184106961	6.88619727098655	-1556.6341184106961	0.19858531310985128	6.88619727098655	21.12884539437988	0.19716659859701413
76000	-1547.0539505181607	-1558.7956936429005	11.741743124739644	-1558.7956936429005	0.20985331947861016	11.741743124739644	9.685908115097043	0.16901837393392438
77000	-1543.88053785589	-1556.2615488003273	12.381010944437426	-1556.2615488003273	0.16746439576184455	12.381010944437426	10.589327351229834	0.16254765300299207
78000	-1541.9638011458032	-1554.192175214878	12.2283740690747	-1554.192175214878	0.1754782337566235	12.2283740690747	7.648947677574544	0.17371752102029567
79000	-1545.531206794518	-1556.0683861059256	10.53717931140751	-1556.0683861059256	0.23559134870651796	10.53717931140751	11.717966425782992	0.21986285181952409
80000	-1543.4800995187402	-1554.065599771897	10.585500253156942	-1554.065599771897	0.2295926176746158	10.585500253156942	10.038272687491398	0.2006648171097817
81000	-1543.4687916037212	-1555.0345895829987	11.565797979277514	-1555.0345895829987	0.19108744227327967	11.565797979277514	12.100723647453973	0.18970280568778042
82000	-1543.6516103680467	-1555.118811815608	11.467201447561266	-1555.118811815608	0.21891518821797576	11.467201447561266	7.829271282389209	0.1965903177120542
83000	-1542.3292353904612	-1554.6716888670771	12.342453476615878	-1554.6716888670771	0.18086108927104813	12.342453476615878	8.49831786221087	0.17704641794862708
84000	-1554.548431777248	-1566.474495956805	11.926064179556917	-1566.474495956805	0.17882161153897	11.926064179556917	6.686753542634891	0.1753883282531549
85000	-1544.1884637617018	-1554.1643217690703	9.97585800736849	-1554.1643217690703	0.20472395001126853	9.97585800736849	15.690092150248018	0.19165058314905048
86000	-1547.9541694231623	-1558.5332966070785	10.579127183916073	-1558.5332966070785	0.21621363688590436	10.579127183916073	11.340274477939984	0.2124256149593952
87000	-1543.2409779657796	-1554.8751257451022	11.634147779322529	-1554.8751257451022	0.20752401918584737	11.634147779322529	7.58479404110245	0.19638503723187878
88000	-1545.8931159423962	-1556.5438750218245	10.650759079428326	-1556.5438750218245	0.21396663792874404	10.650759079428326	13.60875183125755	0.1946057440056963
89000	-1543.2027927010895	-1553.4372312259954	10.234438524905865	-1553.4372312259954	0.22068356803952835	10.234438524905865	11.646178736197873	0.21973609373166803
90000	-1543.0134911418065	-1554.8416099392878	11.828118797481325	-1554.8416099392878	0.18613227615492264	11.828118797481325	7.809329136330765	0.18533218780403
91000	-1545.372954074348	-1556.4735037553353	11.100549680987438	-1556.4735037553353	0.19435496716201625	11.100549680987438	10.60850124919834	0.1899734595006497
92000	-1549.8519237238665	-1561.8173289812876	11.965405257421082	-1561.8173289812876	0.17812061264500703	11.965405257421082	7.81280524417735	0.16696278235047088
93000	-1544.8355552217547	-1556.9533046201311	12.117749398376382	-1556.9533046201311	0.1951575643249112	12.117749398376382	10.273958016210097	0.17258902572988075
94000	-1546.763256471234	-1558.3913082826325	11.628051811398475	-1558.3913082826325	0.18048288409034755	11.628051811398475	13.273269548980416	0.17168269617291393
95000	-1547.838168181792	-1558.5870913071292	10.748923125337056	-1558.5870913071292	0.2337932888652752	10.748923125337056	6.882176644790254	0.19928543292945458
96000	-1545.0916192642899	-1555.7902518454762	10.698632581186196	-1555.7902518454762	0.21905005305362008	10.698632581186196	5.39835450101352	0.19794649806647552
97000	-1543.1207234869764	-1554.799810970012	11.679087483035552	-1554.799810970012	0.17677466421977397	11.679087483035552	6.56417595035037	0.17423212443488673
98000	-1543.2177980165234	-1553.9107363665014	10.692938349977945	-1553.9107363665014	0.21828613541187392	10.692938349977945	6.58151632725079	0.2147597907530137
99000	-1543.3111997191475	-1555.201676873525	11.890477154377516	-1555.201676873525	0.19151115472939065	11.890477154377516	7.304439820996466	0.16657212198849733
100000	-1542.248009836677	-1554.011921356656	11.763911519979018	-1554.011921356656	0.2015370904318293	11.763911519979018	7.085398393205022	0.1888748273644851
101000	-1544.7787664871	-1557.5957265933305	12.816960106230454	-1557.5957265933305	0.17673731975591528	12.816960106230454	8.96143159444302	0.170401543138885
102000	-1543.9645045156526	-1554.2073516980097	10.242847182357053	-1554.2073516980097	0.23669841781567189	10.242847182357053	9.922196588321125	0.20325111340689594
103000	-1547.6857098309795	-1557.5498155902992	9.864105759319717	-1557.5498155902992	0.21674033118001712	9.864105759319717	12.91939234131702	0.20711119958831492
104000	-1544.4242403252229	-1556.4370008492583	12.012760524035471	-1556.4370008492583	0.1801155996038586	12.012760524035471	9.000784377504823	0.17684127697061644
105000	-1544.3966017531684	-1556.6126070738358	12.216005320667357	-1556.6126070738358	0.17294258370793636	12.216005320667357	12.296066097235098	0.15448140950629655
106000	-1547.8585453317385	-1559.4465012406731	11.587955908934731	-1559.4465012406731	0.20877862750359882	11.587955908934731	8.176432917191908	0.17479244713708178
107000	-1545.491216690301	-1554.120350667049	8.629133976748175	-1554.120350667049	0.2094600956143349	8.629133976748175	15.882337992209523	0.2041114530279801
108000	-1543.5270604004643	-1555.575165361327	12.048104960862602	-1555.575165361327	0.19739724511181736	12.048104960862602	13.170950491620907	0.16988619489092843
109000	-1544.066946565103	-1555.5577050144282	11.490758449325142	-1555.5577050144282	0.20359887918084174	11.490758449325142	10.826937612960595	0.2016962869297344
110000	-1545.1044491131959	-1556.5391014861218	11.434652372925989	-1556.5391014861218	0.1988422344813276	11.434652372925989	5.904661749552208	0.16747196571107453
111000	-1549.0450694386914	-1559.978323581769	10.933254143077594	-1559.978323581769	0.23355376090031024	10.933254143077594	10.051897961206683	0.21793983577030512
112000	-1546.6794354547758	-1558.3754412030337	11.69600574825782	-1558.3754412030337	0.1939923927254751	11.69600574825782	8.43745979413107	0.1873244196052294
113000	-1542.9878237312357	-1553.0107640719525	10.022940340716897	-1553.0107640719525	0.19593568971795175	10.022940340716897	15.340870944821255	0.19468940517392433
114000	-1545.5567055868432	-1558.9833257317898	13.426620144946678	-1558.9833257317898	0.177730868708843	13.426620144946678	11.649985442810172	0.144606995734726
115000	-1544.439900055359	-1556.6133072002667	12.173407144907669	-1556.6133072002667	0.19091271889258654	12.173407144907669	7.360024127239749	0.16770887247946756
116000	-1549.0542783712826	-1558.8718918210573	9.817613449774651	-1558.8718918210573	0.22513054500621232	9.817613449774651	4.850395482753592	0.20970751719013878
117000	-1545.0257075782317	-1555.0071499483404	9.981442370108635	-1555.0071499483404	0.21635866313658278	9.981442370108635	12.770999870221598	0.21610905238208022
118000	-1551.193333507202	-1565.526667855053	14.333334347850958	-1565.526667855053	0.15147817267222374	14.333334347850958	15.553894494891736	0.1359280392278873
119000	-1545.5729770024884	-1556.7283946783764	11.155417675887902	-1556.7283946783764	0.1798675042967157	11.155417675887902	5.362539838834068	0.16479016541874986
120000	-1543.1367890534789	-1554.6636127448696	11.52682369139086	-1554.6636127448696	0.19653029899256688	11.52682369139086	7.134782897779343	0.1814798645778343
121000	-1547.2072137930675	-1557.3858659885057	10.178652195438241	-1557.3858659885057	0.2194035552308462	10.178652195438241	10.885196433533341	0.2124245782127811
122000	-1545.958118496021	-1556.534807061043	10.576688565021998	-1556.534807061043	0.22960812455522842	10.576688565021998	5.970904985616874	0.19154245952737806
123000	-1546.8654975114064	-1557.949089063599	11.083591552192678	-1557.949089063599	0.23019887685939608	11.083591552192678	7.3005530411710815	0.22373033041962348
124000	-1544.114401394844	-1555.039867092626	10.925465697782132	-1555.039867092626	0.2184489918499303	10.925465697782132	7.156800724212776	0.20612977243018143
125000	-1544.9637551033065	-1555.2953361236418	10.331581020335241	-1555.2953361236418	0.22610015902344888	10.331581020335241	5.358050605011711	0.19595625660174126
126000	-1542.9983051644526	-1555.0100321182554	12.011726953802624	-1555.0100321182554	0.20864115531647495	12.011726953802624	7.660821508286903	0.1784899557892867
127000	-1545.385958052358	-1557.2169132043978	11.830955152039598	-1557.2169132043978	0.2074764159338077	11.830955152039598	9.4554046947032	0.16442523014498328
128000	-1547.4203529933782	-1558.352572694941	10.932219701562833	-1558.352572694941	0.22724617992121615	10.932219701562833	8.090022101506014	0.21525072021149688
129000	-1545.3361271428075	-1555.5874449157502	10.251317772942649	-1555.5874449157502	0.22051758799552895	10.251317772942649	9.349142287320657	0.2130884519512227
130000	-1545.453730582354	-1553.7691827268575	8.31545214450346	-1553.7691827268575	0.21527541140479076	8.31545214450346	17.313385131809696	0.20060318218683687
131000	-1547.4383414690167	-1558.6074322242166	11.169090755200033	-1558.6074322242166	0.20534181093407547	11.169090755200033	8.334091174312505	0.19772796156629885
132000	-1548.9197408058026	-1560.5302091992241	11.610468393421563	-1560.5302091992241	0.20063597753561924	11.610468393421563	9.026582855686673	0.1961605056168287
133000	-1543.8512838629426	-1556.0115637466129	12.160279883670233	-1556.0115637466129	0.17511610704807404	12.160279883670233	7.409883281863573	0.16534950060753711
134000	-1546.3105131741768	-1555.312226124753	9.001712950576122	-1555.312226124753	0.2084885641555723	9.001712950576122	3.944525976763147	0.20479346643909968
135000	-1546.4544902502753	-1556.4917591035723	10.037268853297107	-1556.4917591035723	0.20384349204189842	10.037268853297107	4.305071403936458	0.18980019959985617
136000	-1543.9927321967432	-1555.613325156769	11.620592960025775	-1555.613325156769	0.20233063264836817	11.620592960025775	12.39000012092306	0.18099380772754098
137000	-1549.5935212162071	-1561.3794855630908	11.785964346883699	-1561.3794855630908	0.20127581985355797	11.785964346883699	9.90230503332292	0.19892535071545442
138000	-1546.5035092262908	-1557.9824959680748	11.478986741783965	-1557.9824959680748	0.2056648737156688	11.478986741783965	9.408889291302476	0.2036593084379791
139000	-1541.3456725502817	-1554.1284575567065	12.782785006424692	-1554.1284575567065	0.18727335084010902	12.782785006424692	10.078700878500818	0.17587619993908002
140000	-1550.7400379925448	-1561.3584181111053	10.618380118560424	-1561.3584181111053	0.21951997194700604	10.618380118560424	12.620696119762224	0.20464022643664828
141000	-1543.3361994188347	-1555.444365613879	12.10816619504438	-1555.444365613879	0.18695828215222285	12.10816619504438	9.326205813777149	0.18295657142564348
142000	-1545.9393556184905	-1558.137748223673	12.198392605182512	-1558.137748223673	0.2000951318873262	12.198392605182512	8.947726262247855	0.19507863899911115
143000	-1554.3509391897867	-1565.92409864225	11.573159452463436	-1565.92409864225	0.20317821516642529	11.573159452463436	11.459296399260502	0.17576712385549637
144000	-1540.9756081168512	-1553.5702332716367	12.594625154785541	-1553.5702332716367	0.17474363583172664	12.594625154785541	10.905267857939338	0.1701110778166205
145000	-1544.3510691091144	-1556.3745780287375	12.02350891962304	-1556.3745780287375	0.19093777546900872	12.02350891962304	11.924459511824216	0.18441213534731463
146000	-1546.0522235494998	-1558.1961441560095	12.143920606509665	-1558.1961441560095	0.20988670000622306	12.143920606509665	9.51271797490996	0.1701075761611772
147000	-1544.6311932109047	-1557.0284359310638	12.397242720159092	-1557.0284359310638	0.1741581085175633	12.397242720159092	7.6283256990734625	0.1720374068449449
148000	-1545.8710885239263	-1556.1170517583091	10.24596323438271	-1556.1170517583091	0.21941026935246574	10.24596323438271	15.56201863949343	0.19202158546862974
149000	-1549.1086013066142	-1560.0379110193346	10.929309712720308	-1560.0379110193346	0.19635611377400647	10.929309712720308	11.086241866648706	0.17844273408375763
